unit_id	image_id	image_name	source_molecule_id	row_index	unit_index	atoms	atom_ids	atom_count	bounds_x	bounds_y	bounds_w	bounds_h
p007-u001	7	page-007.jpg	img7-m2	1	1	a:1 m:1 c:1 a:1 n:1 c:2 g:1 e:1 e:1 c:1 e:1 i:1 d:1	7070 7128 7134 7071 7373 7136 7225 7257 7258 7137 7259 7378 7408	13	385	547	207	93
p007-u002	7	page-007.jpg	img7-m4	1	2	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 f:1 f:1 j:1	7095 7133 7138 7096 7260 7425 7139 7097 7426 7409 7261 7437 7438 7500	14	623	527	159	143
p007-u003	7	page-007.jpg	img7-m5	1	3	c:2 e:1 c:1 f:1 j:1	7140 7262 7141 7439 7501	5	834	592	110	34
p007-u004	7	page-007.jpg	img7-m1	1	4	e:1 a:1 c:2 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1	7263 7098 7143 7427 7142 7099 7226 7264 7144 7440 7502	11	990	529	144	88
p007-u005	7	page-007.jpg	img7-m3	1	5	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 c:1 h:1 e:1 i:1 c:1 h:1	7265 7145 7514 7266 7441 7526 7442 7379 7146 7530 7267 7380 7147 7531	14	1176	555	164	76
p007-u006	7	page-007.jpg	img7-m10	2	6	e:1 h:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	7072 7073 7281 7230 7280 7279 7155 7450 7385 7411	10	407	654	165	82
p007-u007	7	page-007.jpg	img7-m9	2	7	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7278 7229 7277 7154 7449 7384 7410	7	603	653	122	49
p007-u008	7	page-007.jpg	img7-m6	2	8	e:1 c:2 h:2 e:1 f:1 f:1 i:1 c:2 h:1	7276 7153 7515 7275 7447 7448 7383 7152 7534	9	759	652	109	68
p007-u009	7	page-007.jpg	img7-m7	2	9	a:1 m:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:1 h:1	7102 7129 7151 7100 7274 7428 7150 7101 7273 7228 7272 7271 7446 7445 7382 7149 7533	17	916	629	259	106
p007-u010	7	page-007.jpg	img7-m8	2	10	e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:2 h:1	7270 7227 7269 7268 7444 7443 7381 7148 7532	9	1214	653	123	56
p007-u011	7	page-007.jpg	img7-m15	3	11	c:1 e:1 g:1 e:1 c:1 f:1 i:1 d:1	7074 7282 7231 7283 7156 7451 7386 7412	8	407	723	162	66
p007-u012	7	page-007.jpg	img7-m13	3	12	a:1 m:1 c:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	7103 7130 7157 7284 7232 7285 7286 7158 7452 7387 7413	11	611	726	222	103
p007-u013	7	page-007.jpg	img7-m14	3	13	c:2 g:1 e:1 c:1 f:1 j:1	7159 7233 7287 7160 7453 7503	6	882	749	122	34
p007-u014	7	page-007.jpg	img7-m12	3	14	e:1 c:2 h:2 e:1 f:1 k:1 f:1 i:1 d:1	7288 7161 7516 7289 7454 7527 7455 7415 7414	9	1062	717	139	52
p007-u015	7	page-007.jpg	img7-m11	3	15	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1	7290 7104 7291 7429 7162 7105 7234 7292 7456 7535	10	1240	702	106	85
p007-u016	7	page-007.jpg	img7-m18	4	16	e:1 i:1 d:1 c:2 g:1 e:1 e:1 c:2 h:1	7075 7076 7077 7168 7240 7308 7307 7167 7538	9	382	822	179	54
p007-u017	7	page-007.jpg	img7-m21	4	17	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7306 7239 7304 7166 7463 7390 7416	7	622	805	114	54
p007-u018	7	page-007.jpg	img7-m20	4	18	e:1 g:1 e:1 e:1 f:1 f:1 j:1	7303 7238 7302 7301 7462 7461 7504	7	767	822	115	34
p007-u019	7	page-007.jpg	img7-m19	4	19	e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:1 h:1	7300 7237 7299 7298 7460 7459 7389 7165 7537	9	925	797	126	74
p007-u020	7	page-007.jpg	img7-m17	4	20	e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:1 h:1	7297 7236 7296 7295 7458 7457 7388 7164 7536	9	1081	790	138	58
p007-u021	7	page-007.jpg	img7-m16	4	21	e:1 g:1 e:1 c:1	7294 7235 7293 7163	4	1259	811	90	24
p007-u022	7	page-007.jpg	img7-m25	5	22	a:1 m:1 c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1	7078 7083 7084 7106 7430 7169 7107 7170 7464 7505	10	401	865	171	101
p007-u023	7	page-007.jpg	img7-m24	5	23	e:1 g:1 e:1 f:1 j:1 c:1 c:1 f:1 j:1 e:1 h:1	7309 7241 7310 7465 7506 7171 7172 7466 7507 7311 7539	11	635	898	217	43
p007-u024	7	page-007.jpg	img7-m23	5	24	e:1 i:1 d:1 e:1 g:1 e:1 e:1 f:1 f:1 i:1 c:2 h:1	7312 7391 7417 7313 7242 7314 7315 7467 7468 7469 7173 7540	12	892	866	204	73
p007-u025	7	page-007.jpg	img7-m22	5	25	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1	7316 7108 7317 7431 7174 7109 7243 7318 7175 7470 7541	11	1138	859	158	59
p007-u026	7	page-007.jpg	img7-m29	6	26	e:1 h:1 e:1 g:1 e:1 a:1 c:2 b:1 c:2 a:1 e:1 f:1 k:1 f:1 i:1 d:1	7085 7086 7327 7246 7326 7114 7186 7433 7187 7115 7325 7478 7528 7477 7396 7419	16	412	940	244	108
p007-u027	7	page-007.jpg	img7-m28	6	27	c:2 g:1 e:1 c:1 f:1 i:1 d:1	7185 7245 7324 7183 7476 7395 7418	7	704	949	130	58
p007-u028	7	page-007.jpg	img7-m26	6	28	c:2 a:1 m:1 c:1 a:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	7184 7118 7131 7182 7113 7244 7323 7181 7475 7394 7180 7543	12	865	930	177	77
p007-u029	7	page-007.jpg	img7-m27	6	29	c:1 e:1 f:1 a:1 e:1 b:1 c:1 a:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 c:1 h:1	7179 7321 7474 7110 7322 7432 7178 7111 7473 7508 7320 7177 7518 7319 7472 7471 7392 7176 7542	19	1091	925	230	69
p007-u030	7	page-007.jpg	img7-m34	7	30	c:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 j:1	7087 7120 7328 7434 7188 7117 7329 7247 7330 7189 7479 7509	12	418	1025	164	70
p007-u031	7	page-007.jpg	img7-m33	7	31	a:1 m:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1	7121 7132 7190 7331 7191 7519 7332 7480 7529 7481 7397 7420	12	606	1037	226	80
p007-u032	7	page-007.jpg	img7-m32	7	32	e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	7333 7248 7334 7192 7482 7398 7194 7544	8	869	1038	122	61
p007-u033	7	page-007.jpg	img7-m31	7	33	n:1 e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1	7374 7335 7249 7336 7196 7483 7399 7197 7545	9	1027	1018	121	71
p007-u034	7	page-007.jpg	img7-m30	7	34	e:1 c:2 h:2 e:1 f:1 f:1 i:1 c:1 h:1 c:1	7337 8239 7525 7338 7484 7485 7400 8234 7546 8233	10	1178	1011	134	77
p007-u035	7	page-007.jpg	img7-m39	8	35	e:1 h:1 n:1 e:1 g:1 e:1 e:1 c:1 f:1 i:1 d:1	7088 7089 7375 7355 7252 7354 7353 8244 7489 7401 7422	11	419	1112	181	72
p007-u036	7	page-007.jpg	img7-m38	8	36	e:1 g:1 e:1 c:1 f:1 i:1 d:1	7352 7251 7351 8243 7488 7402 7421	7	648	1106	125	50
p007-u037	7	page-007.jpg	img7-m36	8	37	e:1 g:1 e:1 c:1 f:1 j:1	7344 7250 7345 8242 7487 7510	6	814	1118	126	34
p007-u038	7	page-007.jpg	img7-m37	8	38	c:1 a:1 b:1 c:1 a:1 e:1 h:1	8241 7122 7435 8240 7123 7342 7548	7	1019	1082	96	88
p007-u039	7	page-007.jpg	img7-m35	8	39	e:1 c:1 h:2 e:1 f:1 e:1 i:1 c:1 h:1 c:1	7340 8235 7524 7341 7486 7339 7403 8236 7547 8237	10	1156	1100	127	77
p007-u040	7	page-007.jpg	img7-m44	9	40	n:1 e:1 g:1 e:1 c:1	7376 7090 7092 7091 8245	5	417	1180	99	53
p007-u041	7	page-007.jpg	img7-m42	9	41	e:1 f:1 c:1 f:1 i:1 d:1	7358 7490 8249 7491 7405 7423	6	567	1173	87	65
p007-u042	7	page-007.jpg	img7-m43	9	42	n:1 e:1 g:1 e:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 c:1 h:1	7377 7356 7253 7357 7359 8246 7492 7511 7360 8247 7520 7361 7493 7494 7404 8248 7549	17	690	1177	266	69
p007-u043	7	page-007.jpg	img7-m40	9	43	c:1 a:1 m:1 c:1 a:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 c:1	7214 7124 7364 7215 7125 7362 7254 7363 7216 7365 7217 7521 7219	13	998	1159	203	64
p007-u044	7	page-007.jpg	img7-m41	9	44	c:1 f:1 j:1	8238 7495 7512	3	1235	1196	49	34
p007-u045	7	page-007.jpg	img7-m46	10	45	e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1	7093 7094 7372 7224 7522 7371 7499 7498 7406 7424	10	393	1247	162	74
p007-u046	7	page-007.jpg	img7-m47	10	46	e:1 g:1 e:1 c:1 f:1 j:1	7370 7256 7369 7223 7497 7513	6	580	1280	111	34
