macro_signature	count	share	examples
c:2 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p005-u042
c:2 e:1 c:1 f:1 j:1	1	0.0016	p007-u003
c:2 MEDIAL_OP e:1 a:1 MEDIAL_OP c:1 a:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p094-u019
c:2 MEDIAL_OP e:1 c:1 f:1 j:1	1	0.0016	p007-u013
c:2 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p007-u027
e:1 a:1 c:2 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 f:1 j:1	1	0.0016	p007-u004
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p003-u081
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP c:1	1	0.0016	p005-u014
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 c:1 f:1 j:1	1	0.0016	p004-u089
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 e:1 h:1 e:1 c:1 h:2 e:1 e:1 e:1 h:1	1	0.0016	p003-u154
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p094-u040
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1	1	0.0016	p003-u148
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1 e:1 e:1 MEDIAL_OP d:1	1	0.0016	p003-u073
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 j:1 e:1 MEDIAL_OP d:1	1	0.0016	p003-u087
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1 e:1 f:1 f:1 j:1	1	0.0016	p004-u034
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u049
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p003-u070
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p003-u077
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 n:1 e:1 MEDIAL_OP e:1 c:1 f:1 j:1	1	0.0016	p003-u123
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 n:1 e:1 MEDIAL_OP e:1 e:1 c:1 a:1 MEDIAL_OP c:1 a:1	1	0.0016	p094-u001
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 e:1 f:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p003-u026
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 e:1 MEDIAL_OP d:1	1	0.0016	p003-u027
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u175
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP c:2 h:1	1	0.0016	p007-u047
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u093
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p005-u077
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 e:1 h:1 e:1 h:1	1	0.0016	p005-u016
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 f:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u018
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 f:1 j:1 e:1 MEDIAL_OP d:1	1	0.0016	p003-u139
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 MEDIAL_OP d:1 e:1 e:1 MEDIAL_OP d:1	1	0.0016	p003-u007
e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 f:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u033
e:1 a:1 MEDIAL_OP c:1 a:1 c:2 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p094-u083
e:1 a:1 MEDIAL_OP c:1 a:1 d:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p094-u003
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1 e:1 h:1	1	0.0016	p003-u046
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 c:1 f:1 j:1	1	0.0016	p003-u062
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 e:1 e:1 f:1 f:1 j:1 e:1 h:1	1	0.0016	p003-u131
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 e:1 e:1 MEDIAL_OP d:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u068
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u042
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p005-u024
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1 f:1 j:1 e:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p005-u008
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 f:1 f:1 j:1	1	0.0016	p003-u160
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u040
e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 h:1 e:1 c:1 h:2 e:1 MEDIAL_OP	1	0.0016	p003-u134
e:1 a:1 MEDIAL_OP c:1 a:1 n:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p007-u077
e:1 c:1 h:2 a:1 MEDIAL_OP c:1 a:1 c:1 f:1 j:1	1	0.0016	p005-u037
e:1 c:1 h:2 a:1 MEDIAL_OP c:1 a:1 n:1 c:2 MEDIAL_OP e:1 e:1 e:1 e:1 h:1	1	0.0016	p004-u019
e:1 c:1 h:2 c:1 e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p004-u016
e:1 c:1 h:2 c:1 f:1 j:1 a:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p004-u077
e:1 c:1 h:2 c:1 f:1 j:1 c:1	1	0.0016	p004-u059
e:1 c:1 h:2 c:1 f:1 j:1 c:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p006-u057
e:1 c:1 h:2 c:1 f:1 j:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p004-u061
e:1 c:1 h:2 c:1 f:1 MEDIAL_OP d:1 e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p005-u009
e:1 c:1 h:2 c:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u030
e:1 c:1 h:2 c:2 MEDIAL_OP e:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u198
e:1 c:1 h:2 e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p094-u042
e:1 c:1 h:2 e:1 f:1 c:1 e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 c:1	1	0.0016	p003-u140
e:1 c:1 h:2 e:1 f:1 e:1 MEDIAL_OP c:1 h:1 c:1	1	0.0016	p007-u039
e:1 c:1 h:2 e:1 f:1 f:1 j:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u084
e:1 c:1 h:2 e:1 f:1 f:1 j:1 d:1	1	0.0016	p094-u055
e:1 c:1 h:2 e:1 f:1 f:1 j:1 e:1 MEDIAL_OP d:1	1	0.0016	p005-u025
e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP c:1 h:1	1	0.0016	p004-u027
e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1 e:1 f:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u132
e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u028
e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u070
e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u147
e:1 c:1 h:2 e:1 f:1 l:1 f:1 j:1 d:1	1	0.0016	p094-u041
e:1 c:1 h:2 e:1 f:1 l:1 f:1 MEDIAL_OP c:1 h:1 e:1 MEDIAL_OP c:1 h:1	1	0.0016	p007-u005
e:1 c:1 h:2 e:1 f:1 l:1 f:1 MEDIAL_OP d:1 e:1 c:1 h:2	1	0.0016	p005-u036
e:1 c:1 h:2 e:1 f:1 l:1 f:1 MEDIAL_OP d:1 n:1 e:1 MEDIAL_OP e:1	1	0.0016	p006-u005
e:1 c:1 h:2 e:1 f:1 MEDIAL_OP e:1 c:1 h:2 e:1 h:1	1	0.0016	p094-u011
e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 j:1 d:1	1	0.0016	p094-u060
e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 j:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p005-u057
e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP	1	0.0016	p003-u174
e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1 c:1 f:1 j:1	1	0.0016	p005-u058
e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p005-u046
e:1 c:1 h:2 e:1 h:1	1	0.0016	p094-u058
e:1 c:1 h:2 e:1 h:1 e:1 c:1 h:2 e:1 h:1 e:1 c:1 h:2	1	0.0016	p003-u124
e:1 c:1 h:2 e:1 l:1 f:1 e:1 a:1 e:1 MEDIAL_OP c:1 a:1 c:2 MEDIAL_OP e:1 h:1	1	0.0016	p003-u126
e:1 c:1 h:2 e:1 l:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p006-u029
e:1 c:1 h:2 e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p004-u080
e:1 c:1 h:2 e:1 MEDIAL_OP e:1 e:1 c:1	1	0.0016	p003-u184
e:1 c:1 h:2 e:1 MEDIAL_OP e:1 e:1 e:1 e:1 h:1	1	0.0016	p094-u081
e:1 c:1 h:2 e:1 MEDIAL_OP e:1 e:1 f:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u135
e:1 c:1 h:2 f:1 j:1 e:1 MEDIAL_OP d:1 n:1 e:1 MEDIAL_OP e:1 c:1	1	0.0016	p005-u059
e:1 c:1 h:2 n:1 c:2 MEDIAL_OP e:1 e:1 e:1 e:1 h:1	1	0.0016	p094-u008
e:1 c:1 h:2 n:1 e:1 MEDIAL_OP e:1 c:1 f:1 j:1 e:1 h:1	1	0.0016	p094-u028
e:1 c:1 h:2 n:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p094-u077
e:1 c:2 h:2 c:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2	1	0.0016	p094-u038
e:1 c:2 h:2 e:1 f:1 f:1 MEDIAL_OP c:1 h:1 c:1	1	0.0016	p007-u034
e:1 c:2 h:2 e:1 f:1 f:1 MEDIAL_OP c:2 h:1	1	0.0016	p007-u008
e:1 c:2 h:2 e:1 f:1 MEDIAL_OP e:1 h:1	1	0.0016	p094-u013
e:1 c:2 h:2 e:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p094-u052
e:1 e:1 e:1 h:1	1	0.0016	p005-u089
e:1 e:1 h:1	1	0.0016	p006-u032
e:1 f:1 a:1 MEDIAL_OP c:1 a:1 e:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u079
e:1 f:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p007-u041
e:1 f:1 f:1 j:1	1	0.0016	p005-u028
e:1 f:1 f:1 MEDIAL_OP c:1 h:1	1	0.0016	p004-u007
e:1 f:1 l:1 f:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p005-u022
e:1 f:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u016
e:1 h:1 a:1 e:1 MEDIAL_OP c:1 a:1 c:1	1	0.0016	p003-u127
e:1 h:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 c:1 e:1 c:2 h:2 e:1 h:1	1	0.0016	p007-u084
e:1 h:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u004
e:1 h:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 MEDIAL_OP e:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p005-u033
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 c:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p005-u064
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p005-u039
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u008
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 e:1 c:1	1	0.0016	p004-u008
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 e:1 e:1 h:1	1	0.0016	p005-u101
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 f:1 j:1	1	0.0016	p003-u002
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u071
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u024
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p005-u067
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1	1	0.0016	p005-u002
e:1 h:1 a:1 MEDIAL_OP c:1 a:1 n:1 e:1 MEDIAL_OP e:1	1	0.0016	p005-u054
e:1 h:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u094
e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1	1	0.0016	p007-u045
e:1 h:1 e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1 e:1 l:1 f:1 e:1 MEDIAL_OP e:1 n:1 e:1 h:1	1	0.0016	p003-u043
e:1 h:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p005-u019
e:1 h:1 e:1 MEDIAL_OP e:1 a:1 c:2 MEDIAL_OP c:2 a:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p007-u026
e:1 h:1 e:1 MEDIAL_OP e:1 c:1	1	0.0016	p003-u119
e:1 h:1 e:1 MEDIAL_OP e:1 e:1 e:1 e:1 h:1	1	0.0016	p003-u176
e:1 h:1 e:1 MEDIAL_OP e:1 e:1 f:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u081
e:1 h:1 n:1 e:1 MEDIAL_OP e:1 e:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p007-u035
e:1 MEDIAL_OP c:2 e:1 h:1	1	0.0016	p094-u033
e:1 MEDIAL_OP d:1 c:1	1	0.0016	p005-u065
e:1 MEDIAL_OP d:1 c:1 e:1 c:1 f:1 MEDIAL_OP c:1 h:1	1	0.0016	p007-u082
e:1 MEDIAL_OP d:1 c:1 e:1 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p004-u028
e:1 MEDIAL_OP d:1 c:1 f:1 j:1 e:1 e:1 e:1 MEDIAL_OP c:1 h:1	1	0.0016	p007-u081
e:1 MEDIAL_OP d:1 c:1 f:1 j:1 e:1 MEDIAL_OP d:1	1	0.0016	p007-u050
e:1 MEDIAL_OP d:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u038
e:1 MEDIAL_OP d:1 c:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p003-u010
e:1 MEDIAL_OP d:1 c:2 MEDIAL_OP e:1 e:1 c:2 h:1	1	0.0016	p007-u016
e:1 MEDIAL_OP d:1 e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p003-u082
e:1 MEDIAL_OP d:1 e:1 f:1 f:1 MEDIAL_OP c:2 h:1	1	0.0016	p007-u086
e:1 MEDIAL_OP d:1 e:1 f:1 l:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p003-u038
e:1 MEDIAL_OP d:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p004-u088
e:1 MEDIAL_OP d:1 e:1 MEDIAL_OP e:1 e:1 f:1 f:1 MEDIAL_OP c:2 h:1	1	0.0016	p007-u024
e:1 MEDIAL_OP e:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p006-u042
e:1 MEDIAL_OP e:1 a:1 MEDIAL_OP c:1 a:1 c:1 e:1 c:1 h:2 e:1 c:1 h:2 e:1 h:1	1	0.0016	p005-u023
e:1 MEDIAL_OP e:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 f:1 MEDIAL_OP d:1 e:1 MEDIAL_OP d:1	1	0.0016	p005-u010
e:1 MEDIAL_OP e:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u014
e:1 MEDIAL_OP e:1 c:1 a:1 c:1	1	0.0016	p003-u195
e:1 MEDIAL_OP e:1 c:1 a:1 c:2 MEDIAL_OP c:1 a:1 e:1 MEDIAL_OP e:1 c:1 f:1 j:1 a:1 MEDIAL_OP c:1 a:1 c:2 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p094-u056
e:1 MEDIAL_OP e:1 c:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 e:1 h:1	1	0.0016	p003-u197
e:1 MEDIAL_OP e:1 c:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p094-u005
e:1 MEDIAL_OP e:1 c:1 a:1 MEDIAL_OP c:1 a:1 c:1 f:1 n:1 c:2 MEDIAL_OP e:1 e:1	1	0.0016	p006-u053
e:1 MEDIAL_OP e:1 c:1 a:1 MEDIAL_OP c:1 a:1 e:1 c:1	1	0.0016	p004-u025
e:1 MEDIAL_OP e:1 c:1 a:1 MEDIAL_OP c:1 a:1 e:1 c:1 e:1 MEDIAL_OP d:1	1	0.0016	p006-u049
e:1 MEDIAL_OP e:1 c:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1 e:1 c:1 h:2	1	0.0016	p005-u026
e:1 MEDIAL_OP e:1 c:1 e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p003-u055
e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 c:1	1	0.0016	p004-u047
e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 j:1 e:1 h:1	1	0.0016	p094-u046
e:1 MEDIAL_OP e:1 c:1 e:1 e:1 e:1 MEDIAL_OP d:1	1	0.0016	p004-u053
e:1 MEDIAL_OP e:1 c:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p094-u068
e:1 MEDIAL_OP e:1 c:1 f:1 j:1 c:1	1	0.0016	p006-u024
e:1 MEDIAL_OP e:1 c:1 f:1 j:1 c:1 f:1 j:1 e:1 h:1	1	0.0016	p007-u023
e:1 MEDIAL_OP e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1	1	0.0016	p005-u047
e:1 MEDIAL_OP e:1 c:1 f:1 j:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p005-u072
e:1 MEDIAL_OP e:1 c:1 f:1 j:1 n:1 e:1 MEDIAL_OP e:1 c:1	1	0.0016	p094-u004
e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p094-u012
e:1 MEDIAL_OP e:1 e:1	1	0.0016	p094-u044
e:1 MEDIAL_OP e:1 e:1 a:1 MEDIAL_OP a:1 c:2 e:1 h:1	1	0.0016	p094-u075
e:1 MEDIAL_OP e:1 e:1 a:1 MEDIAL_OP c:1 a:1 e:1 f:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u121
e:1 MEDIAL_OP e:1 e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP c:1 e:1 h:1	1	0.0016	p006-u030
e:1 MEDIAL_OP e:1 e:1 c:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p006-u002
e:1 MEDIAL_OP e:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p007-u061
e:1 MEDIAL_OP e:1 e:1 c:1 h:2 f:1 j:1 e:1 a:1 e:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p094-u079
e:1 MEDIAL_OP e:1 e:1 e:1 e:1 MEDIAL_OP d:1	1	0.0016	p006-u050
e:1 MEDIAL_OP e:1 e:1 e:1 f:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u039
e:1 MEDIAL_OP e:1 e:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p006-u052
e:1 MEDIAL_OP e:1 e:1 f:1 f:1 j:1	1	0.0016	p007-u018
e:1 MEDIAL_OP e:1 e:1 f:1 f:1 MEDIAL_OP c:2 h:1	1	0.0016	p007-u010
e:1 MEDIAL_OP e:1 e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p094-u067
e:1 MEDIAL_OP e:1 e:1 h:1 a:1 MEDIAL_OP c:1 a:1 e:1 h:1 e:1 MEDIAL_OP d:1 e:1 f:1 f:1 j:1	1	0.0016	p005-u099
e:1 MEDIAL_OP e:1 e:1 h:1 f:1 MEDIAL_OP d:1 c:1	1	0.0016	p003-u155
e:1 MEDIAL_OP e:1 e:1 MEDIAL_OP d:1	1	0.0016	p006-u051
e:1 n:1 e:1 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p003-u051
f:1 j:1 c:1 f:1 j:1	1	0.0016	p004-u048
f:1 j:1 n:1 e:1 MEDIAL_OP e:1 e:1 h:1	1	0.0016	p006-u017
MEDIAL_OP a:1 n:1 c:1 MEDIAL_OP a:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p005-u071
n:1 c:1 MEDIAL_OP e:1 h:1 n:1 e:1 MEDIAL_OP e:1 c:1 f:1 j:1	1	0.0016	p003-u045
n:1 c:2 MEDIAL_OP e:1 c:1 a:1 MEDIAL_OP c:1 a:1 e:1 MEDIAL_OP e:1 e:1 e:1 e:1 h:1	1	0.0016	p003-u150
n:1 c:2 MEDIAL_OP e:1 e:1 h:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP d:1 e:1 MEDIAL_OP c:1 a:1 e:1 MEDIAL_OP c:1 a:1 c:1 f:1 j:1	1	0.0016	p003-u138
n:1 e:1 MEDIAL_OP c:1	1	0.0016	p005-u021
n:1 e:1 MEDIAL_OP e:1 a:1 e:1 MEDIAL_OP c:1 a:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u192
n:1 e:1 MEDIAL_OP e:1 c:1 a:1 MEDIAL_OP c:1 a:1	1	0.0016	p003-u141
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2	1	0.0016	p003-u025
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p003-u050
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 MEDIAL_OP d:1	1	0.0016	p003-u080
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 c:1 h:2 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p007-u088
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u169
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 h:1	1	0.0016	p003-u084
n:1 e:1 MEDIAL_OP e:1 c:1 e:1 MEDIAL_OP d:1	1	0.0016	p003-u061
n:1 e:1 MEDIAL_OP e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 h:1	1	0.0016	p003-u009
n:1 e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP c:1 h:1	1	0.0016	p007-u033
n:1 e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1	1	0.0016	p007-u067
n:1 e:1 MEDIAL_OP e:1 c:1 f:1 MEDIAL_OP d:1 e:1 h:1	1	0.0016	p003-u006
n:1 e:1 MEDIAL_OP e:1 c:1 n:1 e:1 MEDIAL_OP e:1	1	0.0016	p006-u009
n:1 e:1 MEDIAL_OP e:1 e:1	1	0.0016	p003-u129
n:1 e:1 MEDIAL_OP e:1 e:1 a:1 e:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 f:1 MEDIAL_OP f:1 MEDIAL_OP d:1	1	0.0016	p003-u136
n:1 e:1 MEDIAL_OP e:1 e:1 a:1 MEDIAL_OP c:1 a:1 e:1 h:1	1	0.0016	p003-u022
n:1 e:1 MEDIAL_OP e:1 e:1 a:1 MEDIAL_OP c:1 a:1 MEDIAL_OP e:1 e:1 e:1 h:1	1	0.0016	p003-u101
n:1 e:1 MEDIAL_OP e:1 e:1 c:1	1	0.0016	p003-u122
