atom_id	image_name	token	predicted_centroid	centroid_correct	predicted_knn	knn_correct	nearest_distance	snapshot_path
3867	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3867.svg
3868	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3868.svg
3879	page-003.jpg	i:1	i:1	yes	i:1	yes	19.2982	atoms\i_1\page-003.jpg\3879.svg
3887	page-003.jpg	d:1	d:1	yes	d:1	yes	14.8350	atoms\d_1\page-003.jpg\3887.svg
3816	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3816.svg
3888	page-003.jpg	g:1	g:1	yes	g:1	yes	8.2971	atoms\g_1\page-003.jpg\3888.svg
3817	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3817.svg
3846	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3846.svg
3855	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3855.svg
3880	page-003.jpg	j:1	j:1	yes	j:1	yes	5.3437	atoms\j_1\page-003.jpg\3880.svg
3830	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3830.svg
3849	page-003.jpg	c:1	c:1	yes	c:1	yes	22.3524	atoms\c_1\page-003.jpg\3849.svg
3844	page-003.jpg	h:2	h:2	yes	h:2	yes	12.6431	atoms\h_2\page-003.jpg\3844.svg
3831	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3831.svg
3865	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3865.svg
3866	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3866.svg
3878	page-003.jpg	i:1	i:1	yes	i:1	yes	15.8652	atoms\i_1\page-003.jpg\3878.svg
3886	page-003.jpg	d:1	d:1	yes	d:1	yes	12.0171	atoms\d_1\page-003.jpg\3886.svg
3901	page-003.jpg	n:1	n:1	yes	n:1	yes	21.1552	atoms\n_1\page-003.jpg\3901.svg
3825	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3825.svg
3890	page-003.jpg	g:1	g:1	yes	g:1	yes	8.6549	atoms\g_1\page-003.jpg\3890.svg
3826	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3826.svg
3827	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3827.svg
3828	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3828.svg
3861	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3861.svg
3862	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3862.svg
3876	page-003.jpg	i:1	i:1	yes	i:1	yes	18.7633	atoms\i_1\page-003.jpg\3876.svg
3885	page-003.jpg	d:1	d:1	yes	d:1	yes	11.0628	atoms\d_1\page-003.jpg\3885.svg
3902	page-003.jpg	n:1	n:1	yes	n:1	yes	18.9551	atoms\n_1\page-003.jpg\3902.svg
3832	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3832.svg
3891	page-003.jpg	g:1	g:1	yes	g:1	yes	9.9713	atoms\g_1\page-003.jpg\3891.svg
3833	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3833.svg
3834	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3834.svg
3835	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3835.svg
3840	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\3840.svg
3913	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3913.svg
3948	page-003.jpg	a:1	a:1	yes	a:1	yes	12.5495	atoms\a_1\page-003.jpg\3948.svg
3995	page-003.jpg	b:1	g:1	no	g:1	no	16.2893	atoms\b_1\page-003.jpg\3995.svg
3937	page-003.jpg	c:1	c:1	yes	c:1	yes	24.6351	atoms\c_1\page-003.jpg\3937.svg
3994	page-003.jpg	a:1	a:1	yes	a:1	yes	10.4470	atoms\a_1\page-003.jpg\3994.svg
3955	page-003.jpg	b:1	b:1	yes	b:1	yes	11.8673	atoms\b_1\page-003.jpg\3955.svg
3996	page-003.jpg	d:1	d:1	yes	d:1	yes	18.8229	atoms\d_1\page-003.jpg\3996.svg
3914	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3914.svg
3964	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3964.svg
3965	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3965.svg
3979	page-003.jpg	i:1	i:1	yes	i:1	yes	21.3505	atoms\i_1\page-003.jpg\3979.svg
3985	page-003.jpg	d:1	n:1	no	n:1	no	27.6042	atoms\d_1\page-003.jpg\3985.svg
3915	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3915.svg
3949	page-003.jpg	a:1	a:1	yes	a:1	yes	8.4495	atoms\a_1\page-003.jpg\3949.svg
3917	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3917.svg
3956	page-003.jpg	b:1	g:1	no	g:1	no	8.0348	atoms\b_1\page-003.jpg\3956.svg
3938	page-003.jpg	c:1	c:1	yes	c:1	yes	24.1551	atoms\c_1\page-003.jpg\3938.svg
3950	page-003.jpg	a:1	a:1	yes	a:1	yes	11.3397	atoms\a_1\page-003.jpg\3950.svg
3926	page-003.jpg	g:1	g:1	yes	g:1	yes	8.2207	atoms\g_1\page-003.jpg\3926.svg
3916	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3916.svg
3939	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3939.svg
3966	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3966.svg
3989	page-003.jpg	j:1	j:1	yes	j:1	yes	5.3437	atoms\j_1\page-003.jpg\3989.svg
3905	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3905.svg
3924	page-003.jpg	g:1	g:1	yes	g:1	yes	7.7063	atoms\g_1\page-003.jpg\3924.svg
3906	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3906.svg
3928	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3928.svg
3920	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3920.svg
3998	page-003.jpg	a:1	a:1	yes	a:1	yes	10.6022	atoms\a_1\page-003.jpg\3998.svg
3999	page-003.jpg	e:1	a:1	no	e:1	yes	21.9398	atoms\e_1\page-003.jpg\3999.svg
4000	page-003.jpg	b:1	g:1	no	b:1	yes	8.3418	atoms\b_1\page-003.jpg\4000.svg
3941	page-003.jpg	c:1	c:1	yes	c:1	yes	21.7731	atoms\c_1\page-003.jpg\3941.svg
3952	page-003.jpg	a:1	a:1	yes	a:1	yes	11.6258	atoms\a_1\page-003.jpg\3952.svg
3927	page-003.jpg	g:1	g:1	yes	g:1	yes	7.6623	atoms\g_1\page-003.jpg\3927.svg
3921	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3921.svg
3942	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3942.svg
3969	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3969.svg
3990	page-003.jpg	j:1	j:1	yes	j:1	yes	5.3437	atoms\j_1\page-003.jpg\3990.svg
3922	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3922.svg
3943	page-003.jpg	c:1	c:1	yes	c:1	yes	23.8615	atoms\c_1\page-003.jpg\3943.svg
3993	page-003.jpg	h:2	h:2	yes	h:2	yes	9.6988	atoms\h_2\page-003.jpg\3993.svg
3923	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3923.svg
3970	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3970.svg
3971	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3971.svg
3981	page-003.jpg	i:1	i:1	yes	i:1	yes	21.6766	atoms\i_1\page-003.jpg\3981.svg
3986	page-003.jpg	d:1	d:1	yes	d:1	yes	10.4082	atoms\d_1\page-003.jpg\3986.svg
1184	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\1184.svg
1182	page-003.jpg	g:1	g:1	yes	g:1	yes	11.1322	atoms\g_1\page-003.jpg\1182.svg
1179	page-003.jpg	e:1	e:1	yes	e:1	yes	23.2034	atoms\e_1\page-003.jpg\1179.svg
3041	page-003.jpg	a:1	a:1	yes	a:1	yes	11.9471	atoms\a_1\page-003.jpg\3041.svg
3031	page-003.jpg	m:1	m:1	yes	m:1	yes	13.4897	atoms\m_1\page-003.jpg\3031.svg
1189	page-003.jpg	c:1	c:1	yes	c:1	yes	20.9157	atoms\c_1\page-003.jpg\1189.svg
1190	page-003.jpg	a:1	a:1	yes	a:1	yes	8.0182	atoms\a_1\page-003.jpg\1190.svg
1332	page-003.jpg	e:1	e:1	yes	e:1	yes	25.9981	atoms\e_1\page-003.jpg\1332.svg
1191	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\1191.svg
1193	page-003.jpg	k:1	k:1	yes	k:1	yes	11.7695	atoms\k_1\page-003.jpg\1193.svg
1194	page-003.jpg	f:1	f:1	yes	f:1	yes	18.2452	atoms\f_1\page-003.jpg\1194.svg
1195	page-003.jpg	i:1	i:1	yes	i:1	yes	13.3682	atoms\i_1\page-003.jpg\1195.svg
1196	page-003.jpg	d:1	d:1	yes	d:1	yes	15.4292	atoms\d_1\page-003.jpg\1196.svg
3911	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3911.svg
3936	page-003.jpg	c:1	c:1	yes	c:1	yes	24.5893	atoms\c_1\page-003.jpg\3936.svg
3991	page-003.jpg	h:2	h:2	yes	h:2	yes	11.1001	atoms\h_2\page-003.jpg\3991.svg
3912	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3912.svg
3962	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3962.svg
3974	page-003.jpg	k:1	k:1	yes	k:1	yes	14.1335	atoms\k_1\page-003.jpg\3974.svg
3963	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3963.svg
3978	page-003.jpg	i:1	i:1	yes	i:1	yes	14.1535	atoms\i_1\page-003.jpg\3978.svg
3984	page-003.jpg	d:1	d:1	yes	d:1	yes	14.6310	atoms\d_1\page-003.jpg\3984.svg
3929	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3929.svg
3944	page-003.jpg	a:1	a:1	yes	a:1	yes	11.2338	atoms\a_1\page-003.jpg\3944.svg
3953	page-003.jpg	b:1	b:1	yes	b:1	yes	16.4764	atoms\b_1\page-003.jpg\3953.svg
3930	page-003.jpg	c:1	c:1	yes	c:1	yes	21.1764	atoms\c_1\page-003.jpg\3930.svg
3945	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6761	atoms\a_1\page-003.jpg\3945.svg
3907	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3907.svg
3957	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3957.svg
3972	page-003.jpg	k:1	k:1	yes	k:1	yes	20.7081	atoms\k_1\page-003.jpg\3972.svg
3958	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3958.svg
3976	page-003.jpg	i:1	i:1	yes	i:1	yes	15.7805	atoms\i_1\page-003.jpg\3976.svg
3982	page-003.jpg	d:1	d:1	yes	d:1	yes	10.3772	atoms\d_1\page-003.jpg\3982.svg
3987	page-003.jpg	n:1	n:1	yes	n:1	yes	22.2103	atoms\n_1\page-003.jpg\3987.svg
3908	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3908.svg
3925	page-003.jpg	g:1	g:1	yes	g:1	yes	8.0824	atoms\g_1\page-003.jpg\3925.svg
3909	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3909.svg
3931	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3931.svg
3910	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3910.svg
3959	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3959.svg
3973	page-003.jpg	k:1	k:1	yes	k:1	yes	21.9113	atoms\k_1\page-003.jpg\3973.svg
3960	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3960.svg
3977	page-003.jpg	i:1	i:1	yes	i:1	yes	13.4775	atoms\i_1\page-003.jpg\3977.svg
3983	page-003.jpg	d:1	g:1	no	d:1	yes	10.2376	atoms\d_1\page-003.jpg\3983.svg
3933	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3933.svg
3946	page-003.jpg	a:1	a:1	yes	a:1	yes	12.0761	atoms\a_1\page-003.jpg\3946.svg
3954	page-003.jpg	b:1	b:1	yes	b:1	yes	11.2594	atoms\b_1\page-003.jpg\3954.svg
3934	page-003.jpg	c:1	c:1	yes	c:1	yes	19.5561	atoms\c_1\page-003.jpg\3934.svg
3947	page-003.jpg	a:1	a:1	yes	a:1	yes	6.6829	atoms\a_1\page-003.jpg\3947.svg
3935	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\3935.svg
3961	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3961.svg
3988	page-003.jpg	j:1	j:1	yes	j:1	yes	5.3437	atoms\j_1\page-003.jpg\3988.svg
3918	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3918.svg
3940	page-003.jpg	c:1	c:1	yes	c:1	yes	24.2967	atoms\c_1\page-003.jpg\3940.svg
3992	page-003.jpg	h:2	h:2	yes	h:2	yes	13.5591	atoms\h_2\page-003.jpg\3992.svg
3919	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\3919.svg
3967	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3967.svg
3975	page-003.jpg	k:1	b:1	no	k:1	yes	22.8365	atoms\k_1\page-003.jpg\3975.svg
3968	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\3968.svg
3980	page-003.jpg	i:1	i:1	yes	i:1	yes	15.3826	atoms\i_1\page-003.jpg\3980.svg
4057	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4057.svg
4066	page-003.jpg	b:1	b:1	yes	b:1	yes	10.5504	atoms\b_1\page-003.jpg\4066.svg
4042	page-003.jpg	c:1	c:1	yes	c:1	yes	22.1374	atoms\c_1\page-003.jpg\4042.svg
4058	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4058.svg
4043	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4043.svg
4059	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4059.svg
4067	page-003.jpg	b:1	b:1	yes	b:1	yes	13.6095	atoms\b_1\page-003.jpg\4067.svg
4044	page-003.jpg	c:1	c:1	yes	c:1	yes	23.9485	atoms\c_1\page-003.jpg\4044.svg
4060	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4060.svg
4017	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4017.svg
4074	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\4074.svg
4078	page-003.jpg	k:1	k:1	yes	k:1	yes	16.3692	atoms\k_1\page-003.jpg\4078.svg
4075	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\4075.svg
4080	page-003.jpg	i:1	i:1	yes	i:1	yes	13.0646	atoms\i_1\page-003.jpg\4080.svg
4083	page-003.jpg	d:1	d:1	yes	d:1	yes	14.7634	atoms\d_1\page-003.jpg\4083.svg
4011	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4011.svg
4039	page-003.jpg	c:1	c:1	yes	c:1	yes	22.7639	atoms\c_1\page-003.jpg\4039.svg
4069	page-003.jpg	h:2	h:2	yes	h:2	yes	9.8307	atoms\h_2\page-003.jpg\4069.svg
4012	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4012.svg
4072	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\4072.svg
4077	page-003.jpg	k:1	k:1	yes	k:1	yes	17.6149	atoms\k_1\page-003.jpg\4077.svg
4073	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\4073.svg
4079	page-003.jpg	i:1	i:1	yes	i:1	yes	15.9284	atoms\i_1\page-003.jpg\4079.svg
4081	page-003.jpg	d:1	d:1	yes	d:1	yes	10.4640	atoms\d_1\page-003.jpg\4081.svg
4001	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4001.svg
4030	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\4030.svg
4002	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4002.svg
4031	page-003.jpg	g:1	g:1	yes	g:1	yes	8.1602	atoms\g_1\page-003.jpg\4031.svg
4003	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4003.svg
4004	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4004.svg
4005	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4005.svg
4006	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4006.svg
4025	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\4025.svg
4061	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4061.svg
4068	page-003.jpg	b:1	b:1	yes	b:1	yes	12.5205	atoms\b_1\page-003.jpg\4068.svg
4047	page-003.jpg	c:1	c:1	yes	c:1	yes	21.9191	atoms\c_1\page-003.jpg\4047.svg
4062	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4062.svg
4048	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4048.svg
4024	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4024.svg
4049	page-003.jpg	c:1	c:1	yes	c:1	yes	23.1161	atoms\c_1\page-003.jpg\4049.svg
4070	page-003.jpg	h:2	h:2	yes	h:2	yes	11.3104	atoms\h_2\page-003.jpg\4070.svg
4020	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4020.svg
4034	page-003.jpg	g:1	g:1	yes	g:1	yes	9.2827	atoms\g_1\page-003.jpg\4034.svg
4021	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4021.svg
4022	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4022.svg
4029	page-003.jpg	h:1	h:1	yes	h:1	yes	16.2071	atoms\h_1\page-003.jpg\4029.svg
4023	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4023.svg
4050	page-003.jpg	c:1	c:1	yes	c:1	yes	24.5123	atoms\c_1\page-003.jpg\4050.svg
4071	page-003.jpg	h:2	h:2	yes	h:2	yes	10.7267	atoms\h_2\page-003.jpg\4071.svg
4035	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4035.svg
4051	page-003.jpg	a:1	a:1	yes	a:1	yes	9.0375	atoms\a_1\page-003.jpg\4051.svg
4063	page-003.jpg	b:1	b:1	yes	b:1	yes	13.4560	atoms\b_1\page-003.jpg\4063.svg
4036	page-003.jpg	c:1	c:1	yes	c:1	yes	23.8560	atoms\c_1\page-003.jpg\4036.svg
4052	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4052.svg
4007	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4007.svg
4008	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4008.svg
4009	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4009.svg
1157	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\1157.svg
1158	page-003.jpg	f:1	f:1	yes	f:1	yes	1.5939	atoms\f_1\page-003.jpg\1158.svg
1159	page-003.jpg	i:1	i:1	yes	i:1	yes	16.5156	atoms\i_1\page-003.jpg\1159.svg
1160	page-003.jpg	d:1	d:1	yes	d:1	yes	17.1621	atoms\d_1\page-003.jpg\1160.svg
1166	page-003.jpg	e:1	e:1	yes	e:1	yes	10.7911	atoms\e_1\page-003.jpg\1166.svg
1162	page-003.jpg	h:1	h:1	yes	h:1	yes	15.6356	atoms\h_1\page-003.jpg\1162.svg
4038	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4038.svg
4053	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4053.svg
4064	page-003.jpg	b:1	b:1	yes	b:1	yes	19.3268	atoms\b_1\page-003.jpg\4064.svg
4037	page-003.jpg	c:1	c:1	yes	c:1	yes	20.6155	atoms\c_1\page-003.jpg\4037.svg
4054	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4054.svg
4010	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4010.svg
4026	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\4026.svg
4040	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4040.svg
4055	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4055.svg
4065	page-003.jpg	b:1	b:1	yes	b:1	yes	11.4265	atoms\b_1\page-003.jpg\4065.svg
4041	page-003.jpg	c:1	c:1	yes	c:1	yes	20.4040	atoms\c_1\page-003.jpg\4041.svg
4056	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4056.svg
4013	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4013.svg
4032	page-003.jpg	g:1	g:1	yes	g:1	yes	8.8437	atoms\g_1\page-003.jpg\4032.svg
4014	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4014.svg
4015	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4015.svg
4016	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4016.svg
4027	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\4027.svg
4193	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4193.svg
4212	page-003.jpg	b:1	b:1	yes	b:1	yes	18.1170	atoms\b_1\page-003.jpg\4212.svg
4161	page-003.jpg	c:1	c:1	yes	c:1	yes	21.1739	atoms\c_1\page-003.jpg\4161.svg
4194	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4194.svg
4162	page-003.jpg	c:2	c:2	yes	c:2	yes	30.5496	atoms\c_2\page-003.jpg\4162.svg
4145	page-003.jpg	g:1	g:1	yes	g:1	yes	8.3609	atoms\g_1\page-003.jpg\4145.svg
4117	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4117.svg
4209	page-003.jpg	n:1	n:1	yes	n:1	yes	18.5815	atoms\n_1\page-003.jpg\4209.svg
4118	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4118.svg
4146	page-003.jpg	g:1	g:1	yes	g:1	yes	8.8128	atoms\g_1\page-003.jpg\4146.svg
4119	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4119.svg
4120	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4120.svg
4186	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\4186.svg
4121	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4121.svg
4195	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4195.svg
4210	page-003.jpg	m:1	b:1	no	b:1	no	17.2718	atoms\m_1\page-003.jpg\4210.svg
4163	page-003.jpg	c:1	c:1	yes	c:1	yes	24.8511	atoms\c_1\page-003.jpg\4163.svg
4196	page-003.jpg	a:1	a:1	yes	a:1	yes	8.6703	atoms\a_1\page-003.jpg\4196.svg
4147	page-003.jpg	g:1	g:1	yes	g:1	yes	7.8488	atoms\g_1\page-003.jpg\4147.svg
4122	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4122.svg
4123	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4123.svg
4187	page-003.jpg	h:1	h:1	yes	h:1	yes	6.7916	atoms\h_1\page-003.jpg\4187.svg
4045	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4045.svg
4018	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4018.svg
4033	page-003.jpg	g:1	g:1	yes	g:1	yes	8.7360	atoms\g_1\page-003.jpg\4033.svg
4019	page-003.jpg	e:1	e:1	yes	e:1	yes	2.2832	atoms\e_1\page-003.jpg\4019.svg
4046	page-003.jpg	c:1	c:1	yes	c:1	yes	12.6490	atoms\c_1\page-003.jpg\4046.svg
