representation	folio	molecule_uid	source_molecule_id	sequence_length	symbol_index	observed_symbol	left_symbol	right_symbol	positional_role	local_context	context_seen_in_train	observed_in_train_vocab	probability	log_loss_bits	top1_symbol	top1_correct
ATOMS	f2r	p005-m005	img5-m6	13	10	e:1	e:1	f:1	medial	length=13|role=medial|left=e:1|right=f:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
ATOMS	f2r	p005-m005	img5-m6	13	11	f:1	e:1	f:1	medial	length=13|role=medial|left=e:1|right=f:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
ATOMS	f2r	p005-m005	img5-m6	13	12	f:1	f:1	j:1	medial	length=13|role=medial|left=f:1|right=j:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
ATOMS	f2r	p005-m006	img5-m4	9	2	a:1	e:1	b:1	medial	length=9|role=medial|left=e:1|right=b:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	yes
ATOMS	f2r	p005-m006	img5-m4	9	3	b:1	a:1	c:1	medial	length=9|role=medial|left=a:1|right=c:1	yes	yes	0.058823529411764705	4.087462841250339	m:1	no
ATOMS	f2r	p005-m006	img5-m4	9	4	c:1	b:1	a:1	medial	length=9|role=medial|left=b:1|right=a:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
ATOMS	f2r	p005-m006	img5-m4	9	5	a:1	c:1	b:1	medial	length=9|role=medial|left=c:1|right=b:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	yes
ATOMS	f2r	p005-m006	img5-m4	9	6	b:1	a:1	d:1	medial	length=9|role=medial|left=a:1|right=d:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
ATOMS	f2r	p005-m006	img5-m4	9	7	d:1	b:1	e:1	medial	length=9|role=medial|left=b:1|right=e:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
ATOMS	f2r	p005-m006	img5-m4	9	8	e:1	d:1	h:1	medial	length=9|role=medial|left=d:1|right=h:1	yes	yes	0.17647058823529413	2.502500340529183	e:1	yes
ATOMS	f2v	p006-m001	img6-m1	10	2	b:1	a:1	c:1	medial	length=10|role=medial|left=a:1|right=c:1	yes	yes	0.15789473684210525	2.6629650127224296	b:1	yes
ATOMS	f2v	p006-m001	img6-m1	10	3	c:1	b:1	a:1	medial	length=10|role=medial|left=b:1|right=a:1	yes	yes	0.17647058823529413	2.502500340529183	c:1	yes
ATOMS	f2v	p006-m001	img6-m1	10	4	a:1	c:1	c:1	medial	length=10|role=medial|left=c:1|right=c:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	yes
ATOMS	f2v	p006-m001	img6-m1	10	5	c:1	a:1	c:1	medial	length=10|role=medial|left=a:1|right=c:1	yes	yes	0.05263157894736842	4.247927513443585	b:1	no
ATOMS	f2v	p006-m001	img6-m1	10	6	c:1	c:1	k:1	medial	length=10|role=medial|left=c:1|right=k:1	no	yes	0.06666666666666667	3.9068905956085187	a:1	no
