subset	model	model_label	representation	scope	train_regions	test_regions	vocabulary_size	evaluated_opportunities	unseen_context_count	unseen_context_rate	normalized_log_loss	top1_accuracy	mean_observed_probability	atoms_minus_eva_normalized_log_loss	atoms_minus_eva_top1_accuracy	atoms_minus_eva_unseen_context_rate	atoms_minus_eva_mean_observed_probability
all	MODEL_0	Unigram baseline	ATOMS	f2r	144	42	16	852	0	0	0.8396186028932306	0.27582159624413144	0.13798123470946386
all	MODEL_0	Unigram baseline	ATOMS	f2v	144	23	16	484	0	0	0.8059546428980346	0.30785123966942146	0.14849565008744336
all	MODEL_0	Unigram baseline	EVA	f2r	139	42	19	356	0	0	0.8922523609632322	0.13764044943820225	0.08428509162722715
all	MODEL_0	Unigram baseline	EVA	f2v	139	23	19	241	0	0	0.8437543780679163	0.1908713692946058	0.09709942410114626
all	MODEL_0	Unigram baseline	ATOMS_MINUS_EVA	f2r										-0.05263375807000159	0.1381811468059292	0	0.053696143082236705
all	MODEL_0	Unigram baseline	ATOMS_MINUS_EVA	f2v										-0.037799735169881665	0.11697987037481566	0	0.0513962259862971
all	MODEL_1	Neighbors only	ATOMS	f2r	144	42	16	852	9	0.01056338028169014	0.2349722688818729	0.8169014084507042	0.6204755846322525
all	MODEL_1	Neighbors only	ATOMS	f2v	144	23	16	484	4	0.008264462809917356	0.25640448710092184	0.7479338842975206	0.6038974768125306
all	MODEL_1	Neighbors only	EVA	f2r	139	42	19	356	11	0.03089887640449438	0.44850733150741057	0.6544943820224719	0.39344406882375693
all	MODEL_1	Neighbors only	EVA	f2v	139	23	19	241	5	0.02074688796680498	0.407541760523887	0.6804979253112033	0.43116194511987366
all	MODEL_1	Neighbors only	ATOMS_MINUS_EVA	f2r										-0.21353506262553767	0.16240702642823235	-0.02033549612280424	0.22703151580849557
all	MODEL_1	Neighbors only	ATOMS_MINUS_EVA	f2v										-0.15113727342296518	0.06743595898631727	-0.012482425156887623	0.17273553169265693
all	MODEL_2	Neighbors plus coarse position	ATOMS	f2r	144	42	16	852	20	0.023474178403755867	0.3048556428821502	0.8098591549295775	0.517144951782694
all	MODEL_2	Neighbors plus coarse position	ATOMS	f2v	144	23	16	484	7	0.014462809917355372	0.319319060539574	0.7665289256198347	0.5091524771466911
all	MODEL_2	Neighbors plus coarse position	EVA	f2r	139	42	19	356	36	0.10112359550561797	0.5611295645250811	0.6404494382022472	0.2803398009203905
all	MODEL_2	Neighbors plus coarse position	EVA	f2v	139	23	19	241	22	0.0912863070539419	0.5417285506724788	0.6141078838174274	0.30541250956784904
all	MODEL_2	Neighbors plus coarse position	ATOMS_MINUS_EVA	f2r										-0.2562739216429309	0.1694097167273303	-0.0776494171018621	0.23680515086230353
all	MODEL_2	Neighbors plus coarse position	ATOMS_MINUS_EVA	f2v										-0.22240949013290484	0.15242104180240723	-0.07682349713658654	0.20373996757884205
all	MODEL_3	Published V2 exact-length model	ATOMS	f2r	144	42	16	852	394	0.4624413145539906	0.8099507419269398	0.43896713615023475	0.13519608278048645
all	MODEL_3	Published V2 exact-length model	ATOMS	f2v	144	23	16	484	223	0.4607438016528926	0.804350106216029	0.4132231404958678	0.14003258555777398
all	MODEL_3	Published V2 exact-length model	EVA	f2r	139	42	19	356	227	0.6376404494382022	0.8975758144477608	0.25280898876404495	0.08674687859528357
all	MODEL_3	Published V2 exact-length model	EVA	f2v	139	23	19	241	134	0.5560165975103735	0.8855116256358817	0.27800829875518673	0.09218880861418147
all	MODEL_3	Published V2 exact-length model	ATOMS_MINUS_EVA	f2r										-0.08762507252082097	0.1861581473861898	-0.17519913488421157	0.048449204185202877
all	MODEL_3	Published V2 exact-length model	ATOMS_MINUS_EVA	f2v										-0.08116151941985272	0.13521484174068105	-0.09527279585748089	0.047843776943592514
all	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS	f2r	144	42	16	852	60	0.07042253521126761	0.42983839139358027	0.7429577464788732	0.389158490682442
all	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS	f2v	144	23	16	484	25	0.05165289256198347	0.41937880027605623	0.743801652892562	0.4059078774643817
all	MODEL_4	Neighbors plus coarse position and train-defined length bins	EVA	f2r	139	42	19	356	88	0.24719101123595505	0.7097029900602345	0.5365168539325843	0.17908446476150697
all	MODEL_4	Neighbors plus coarse position and train-defined length bins	EVA	f2v	139	23	19	241	46	0.1908713692946058	0.6451593605196321	0.5518672199170125	0.22053598205896482
all	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS_MINUS_EVA	f2r										-0.27986459866665425	0.20644089254628895	-0.17676847602468743	0.21007402592093505
all	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS_MINUS_EVA	f2v										-0.22578056024357585	0.19193443297554946	-0.13921847673262233	0.18537189540541685
medium	MODEL_0	Unigram baseline	ATOMS	f2r	28	3	16	22	0	0	0.7801861652140109	0.2727272727272727	0.1447963800904977
medium	MODEL_0	Unigram baseline	ATOMS	f2v	28	6	16	54	0	0	0.7736709501517374	0.3333333333333333	0.15275682922741746
medium	MODEL_0	Unigram baseline	EVA	f2r	27	3	19	10	0	0	0.837697658899249	0.2	0.12023121387283238
medium	MODEL_0	Unigram baseline	EVA	f2v	27	6	19	21	0	0	0.8531579321574961	0.19047619047619047	0.11092760803743464
medium	MODEL_0	Unigram baseline	ATOMS_MINUS_EVA	f2r										-0.05751149368523811	0.0727272727272727	0	0.024565166217665316
medium	MODEL_0	Unigram baseline	ATOMS_MINUS_EVA	f2v										-0.07948698200575877	0.14285714285714285	0	0.04182922118998282
medium	MODEL_1	Neighbors only	ATOMS	f2r	28	3	16	22	3	0.13636363636363635	0.5165027801420727	0.6818181818181818	0.3423017205117932
medium	MODEL_1	Neighbors only	ATOMS	f2v	28	6	16	54	5	0.09259259259259259	0.5321173363784465	0.5925925925925926	0.298079694512317
medium	MODEL_1	Neighbors only	EVA	f2r	27	3	19	10	3	0.3	0.9572782317287298	0.1	0.09127601612727469
medium	MODEL_1	Neighbors only	EVA	f2v	27	6	19	21	10	0.47619047619047616	0.802656476977928	0.38095238095238093	0.131292459351738
medium	MODEL_1	Neighbors only	ATOMS_MINUS_EVA	f2r										-0.4407754515866571	0.5818181818181818	-0.16363636363636364	0.2510257043845185
medium	MODEL_1	Neighbors only	ATOMS_MINUS_EVA	f2v										-0.2705391405994815	0.21164021164021163	-0.3835978835978836	0.16678723516057897
medium	MODEL_2	Neighbors plus coarse position	ATOMS	f2r	28	3	16	22	5	0.22727272727272727	0.6009392795041655	0.5454545454545454	0.2562964868613264
medium	MODEL_2	Neighbors plus coarse position	ATOMS	f2v	28	6	16	54	11	0.2037037037037037	0.6417868983330614	0.5	0.22240928631752507
medium	MODEL_2	Neighbors plus coarse position	EVA	f2r	27	3	19	10	4	0.4	0.9560976613226359	0.1	0.08196503252133332
medium	MODEL_2	Neighbors plus coarse position	EVA	f2v	27	6	19	21	12	0.5714285714285714	0.8389528812757052	0.2857142857142857	0.11763269417524996
medium	MODEL_2	Neighbors plus coarse position	ATOMS_MINUS_EVA	f2r										-0.35515838181847037	0.44545454545454544	-0.17272727272727276	0.17433145433999309
medium	MODEL_2	Neighbors plus coarse position	ATOMS_MINUS_EVA	f2v										-0.19716598294264387	0.2142857142857143	-0.3677248677248677	0.10477659214227511
medium	MODEL_3	Published V2 exact-length model	ATOMS	f2r	28	3	16	22	16	0.7272727272727273	0.9035201705037152	0.2727272727272727	0.09090909090909093
medium	MODEL_3	Published V2 exact-length model	ATOMS	f2v	28	6	16	54	21	0.3888888888888889	0.8193135654346945	0.42592592592592593	0.12510054246165359
medium	MODEL_3	Published V2 exact-length model	EVA	f2r	27	3	19	10	8	0.8	1.0067981343315402	0	0.05162907268170426
medium	MODEL_3	Published V2 exact-length model	EVA	f2v	27	6	19	21	15	0.7142857142857143	0.9140847806233857	0.23809523809523808	0.0774244098859986
medium	MODEL_3	Published V2 exact-length model	ATOMS_MINUS_EVA	f2r										-0.10327796382782495	0.2727272727272727	-0.07272727272727275	0.039280018227386665
medium	MODEL_3	Published V2 exact-length model	ATOMS_MINUS_EVA	f2v										-0.09477121518869125	0.18783068783068785	-0.3253968253968254	0.04767613257565499
medium	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS	f2r	28	3	16	22	9	0.4090909090909091	0.7609539900773084	0.4090909090909091	0.1642266193402557
medium	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS	f2v	28	6	16	54	20	0.37037037037037035	0.8225547643045692	0.3888888888888889	0.1267817059483726
medium	MODEL_4	Neighbors plus coarse position and train-defined length bins	EVA	f2r	27	3	19	10	6	0.6	0.9762848386609166	0.1	0.06015037593984962
medium	MODEL_4	Neighbors plus coarse position and train-defined length bins	EVA	f2v	27	6	19	21	16	0.7619047619047619	0.9370236265810457	0.19047619047619047	0.069578708676453
medium	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS_MINUS_EVA	f2r										-0.2153308485836083	0.3090909090909091	-0.19090909090909086	0.10407624340040608
medium	MODEL_4	Neighbors plus coarse position and train-defined length bins	ATOMS_MINUS_EVA	f2v										-0.11446886227647646	0.19841269841269843	-0.3915343915343915	0.0572029972719196
medium_low_medium	MODEL_0	Unigram baseline	ATOMS	f2r	52	11	16	100	0	0	0.8551669998648521	0.23	0.13193954659949622
medium_low_medium	MODEL_0	Unigram baseline	ATOMS	f2v	52	7	16	62	0	0	0.7858565818734841	0.2903225806451613	0.15125538311530023
medium_low_medium	MODEL_0	Unigram baseline	EVA	f2r	48	11	19	38	0	0	0.8933229685561589	0.10526315789473684	0.09280267807327505
medium_low_medium	MODEL_0	Unigram baseline	EVA	f2v	48	7	19	25	0	0	0.7776643724321676	0.16	0.1140636042402827
medium_low_medium	MODEL_0	Unigram baseline	ATOMS_MINUS_EVA	f2r										-0.038155968691306774	0.12473684210526317	0	0.03913686852622117
medium_low_medium	MODEL_0	Unigram baseline	ATOMS_MINUS_EVA	f2v										0.00819220944131649	0.1303225806451613	0	0.03719177887501754
medium_low_medium	MODEL_1	Neighbors only	ATOMS	f2r	52	11	16	100	5	0.05	0.4070285818195294	0.76	0.3983547597996971
medium_low_medium	MODEL_1	Neighbors only	ATOMS	f2v	52	7	16	62	4	0.06451612903225806	0.4417890719690967	0.6451612903225806	0.369735799866087
medium_low_medium	MODEL_1	Neighbors only	EVA	f2r	48	11	19	38	10	0.2631578947368421	0.7403875438900172	0.5	0.15978692865169294
medium_low_medium	MODEL_1	Neighbors only	EVA	f2v	48	7	19	25	7	0.28	0.6968324483917795	0.6	0.16655100388884025
medium_low_medium	MODEL_1	Neighbors only	ATOMS_MINUS_EVA	f2r										-0.33335896207048776	0.26	-0.2131578947368421	0.23856783114800414
medium_low_medium	MODEL_1	Neighbors only	ATOMS_MINUS_EVA	f2v										-0.25504337642268277	0.04516129032258065	-0.21548387096774196	0.20318479597724676
medium_low_medium	MODEL_2	Neighbors plus coarse position	ATOMS	f2r	52	11	16	100	18	0.18	0.5395047933094829	0.61	0.30106393357244765
medium_low_medium	MODEL_2	Neighbors plus coarse position	ATOMS	f2v	52	7	16	62	9	0.14516129032258066	0.5597273674726402	0.6451612903225806	0.2849941889840023
medium_low_medium	MODEL_2	Neighbors plus coarse position	EVA	f2r	48	11	19	38	14	0.3684210526315789	0.8232149238504259	0.3684210526315789	0.12922461395618973
medium_low_medium	MODEL_2	Neighbors plus coarse position	EVA	f2v	48	7	19	25	12	0.48	0.7749139366989443	0.4	0.13934539583362715
