entity_type	entity_id	image_id	image_name	token	signature	atom_count	bounds_x	bounds_y	bounds_w	bounds_h	svg_path
atom	1353	3	page-003.jpg	a:1	a:1	1	898	654	34	102	atoms\a_1\page-003.jpg\1353.svg
atom	1354	3	page-003.jpg	b:1	b:1	1	898	655	73	50	atoms\b_1\page-003.jpg\1354.svg
atom	1355	3	page-003.jpg	c:1	c:1	1	921	650	55	55	atoms\c_1\page-003.jpg\1355.svg
atom	1356	3	page-003.jpg	a:1	a:1	1	918	667	35	84	atoms\a_1\page-003.jpg\1356.svg
atom	1358	3	page-003.jpg	e:1	e:1	1	941	705	52	51	atoms\e_1\page-003.jpg\1358.svg
atom	1359	3	page-003.jpg	h:1	h:1	1	957	705	44	79	atoms\h_1\page-003.jpg\1359.svg
atom	1339	3	page-003.jpg	e:1	e:1	1	648	709	48	49	atoms\e_1\page-003.jpg\1339.svg
atom	1340	3	page-003.jpg	f:1	f:1	1	664	709	40	48	atoms\f_1\page-003.jpg\1340.svg
atom	1347	3	page-003.jpg	k:1	k:1	1	681	712	78	52	atoms\k_1\page-003.jpg\1347.svg
atom	1344	3	page-003.jpg	f:1	f:1	1	727	716	45	53	atoms\f_1\page-003.jpg\1344.svg
atom	1345	3	page-003.jpg	i:1	i:1	1	727	689	70	59	atoms\i_1\page-003.jpg\1345.svg
atom	1346	3	page-003.jpg	d:1	d:1	1	721	677	76	44	atoms\d_1\page-003.jpg\1346.svg
atom	1543	3	page-003.jpg	e:1	e:1	1	1441	781	47	52	atoms\e_1\page-003.jpg\1543.svg
atom	1549	3	page-003.jpg	a:1	a:1	1	1475	719	40	111	atoms\a_1\page-003.jpg\1549.svg
atom	1553	3	page-003.jpg	e:1	e:1	1	1460	719	56	51	atoms\e_1\page-003.jpg\1553.svg
atom	1551	3	page-003.jpg	b:1	b:1	1	1463	732	100	43	atoms\b_1\page-003.jpg\1551.svg
atom	1559	3	page-003.jpg	c:1	c:1	1	1501	714	63	57	atoms\c_1\page-003.jpg\1559.svg
atom	1560	3	page-003.jpg	a:1	a:1	1	1501	727	34	105	atoms\a_1\page-003.jpg\1560.svg
atom	1547	3	page-003.jpg	g:1	g:1	1	1452	779	144	35	atoms\g_1\page-003.jpg\1547.svg
atom	1544	3	page-003.jpg	e:1	e:1	1	1540	780	57	53	atoms\e_1\page-003.jpg\1544.svg
atom	1545	3	page-003.jpg	f:1	f:1	1	1564	780	45	53	atoms\f_1\page-003.jpg\1545.svg
atom	1546	3	page-003.jpg	c:1	c:1	1	1592	783	52	52	atoms\c_1\page-003.jpg\1546.svg
atom	1561	3	page-003.jpg	f:1	f:1	1	1631	790	45	53	atoms\f_1\page-003.jpg\1561.svg
atom	1562	3	page-003.jpg	i:1	i:1	1	1631	751	55	72	atoms\i_1\page-003.jpg\1562.svg
atom	1563	3	page-003.jpg	d:1	d:1	1	1584	740	94	43	atoms\d_1\page-003.jpg\1563.svg
atom	3661	3	page-003.jpg	n:1	n:1	1	1533	455	76	85	atoms\n_1\page-003.jpg\3661.svg
atom	1075	3	page-003.jpg	e:1	e:1	1	1534	511	47	52	atoms\e_1\page-003.jpg\1075.svg
atom	1077	3	page-003.jpg	g:1	g:1	1	1545	510	73	33	atoms\g_1\page-003.jpg\1077.svg
atom	1076	3	page-003.jpg	e:1	e:1	1	1575	510	47	52	atoms\e_1\page-003.jpg\1076.svg
atom	1081	3	page-003.jpg	f:1	f:1	1	1636	511	45	53	atoms\f_1\page-003.jpg\1081.svg
atom	1082	3	page-003.jpg	i:1	i:1	1	1638	475	60	72	atoms\i_1\page-003.jpg\1082.svg
atom	1083	3	page-003.jpg	d:1	d:1	1	1620	468	75	41	atoms\d_1\page-003.jpg\1083.svg
atom	1080	3	page-003.jpg	c:1	c:1	1	1602	507	52	52	atoms\c_1\page-003.jpg\1080.svg
atom	1086	3	page-003.jpg	e:1	e:1	1	1675	508	47	52	atoms\e_1\page-003.jpg\1086.svg
atom	1087	3	page-003.jpg	h:1	h:1	1	1679	509	51	82	atoms\h_1\page-003.jpg\1087.svg
atom	1564	3	page-003.jpg	e:1	e:1	1	1685	774	51	56	atoms\e_1\page-003.jpg\1564.svg
atom	1565	3	page-003.jpg	c:1	c:1	1	1693	743	56	64	atoms\c_1\page-003.jpg\1565.svg
atom	1567	3	page-003.jpg	h:2	h:2	1	1693	745	47	84	atoms\h_2\page-003.jpg\1567.svg
atom	1568	3	page-003.jpg	e:1	e:1	1	1727	782	50	51	atoms\e_1\page-003.jpg\1568.svg
atom	1569	3	page-003.jpg	f:1	f:1	1	1744	782	45	53	atoms\f_1\page-003.jpg\1569.svg
atom	1570	3	page-003.jpg	k:1	k:1	1	1771	787	85	52	atoms\k_1\page-003.jpg\1570.svg
atom	1571	3	page-003.jpg	f:1	f:1	1	1824	791	42	48	atoms\f_1\page-003.jpg\1571.svg
atom	1572	3	page-003.jpg	i:1	i:1	1	1829	764	53	76	atoms\i_1\page-003.jpg\1572.svg
atom	1573	3	page-003.jpg	d:1	d:1	1	1778	758	85	38	atoms\d_1\page-003.jpg\1573.svg
atom	1588	3	page-003.jpg	c:1	c:1	1	2122	769	52	52	atoms\c_1\page-003.jpg\1588.svg
atom	1590	3	page-003.jpg	f:1	f:1	1	2165	775	41	46	atoms\f_1\page-003.jpg\1590.svg
atom	1591	3	page-003.jpg	i:1	i:1	1	2165	751	57	57	atoms\i_1\page-003.jpg\1591.svg
atom	1594	3	page-003.jpg	d:1	d:1	1	2153	748	66	52	atoms\d_1\page-003.jpg\1594.svg
atom	1589	3	page-003.jpg	c:1	c:1	1	2222	772	52	52	atoms\c_1\page-003.jpg\1589.svg
atom	1595	3	page-003.jpg	a:1	a:1	1	2261	727	34	89	atoms\a_1\page-003.jpg\1595.svg
atom	1596	3	page-003.jpg	b:1	b:1	1	2262	740	70	42	atoms\b_1\page-003.jpg\1596.svg
atom	1598	3	page-003.jpg	c:1	c:1	1	2281	727	57	51	atoms\c_1\page-003.jpg\1598.svg
atom	1599	3	page-003.jpg	a:1	a:1	1	2281	743	33	75	atoms\a_1\page-003.jpg\1599.svg
atom	1610	3	page-003.jpg	e:1	e:1	1	2304	765	47	52	atoms\e_1\page-003.jpg\1610.svg
atom	1611	3	page-003.jpg	f:1	f:1	1	2316	766	45	53	atoms\f_1\page-003.jpg\1611.svg
atom	1612	3	page-003.jpg	f:1	f:1	1	2341	766	45	53	atoms\f_1\page-003.jpg\1612.svg
atom	1613	3	page-003.jpg	i:1	i:1	1	2354	756	51	63	atoms\i_1\page-003.jpg\1613.svg
atom	1615	3	page-003.jpg	d:1	d:1	1	2330	753	67	37	atoms\d_1\page-003.jpg\1615.svg
atom	1486	3	page-003.jpg	e:1	e:1	1	561	798	50	50	atoms\e_1\page-003.jpg\1486.svg
atom	1487	3	page-003.jpg	c:1	c:1	1	568	774	55	55	atoms\c_1\page-003.jpg\1487.svg
atom	1488	3	page-003.jpg	h:2	h:2	1	567	774	47	72	atoms\h_2\page-003.jpg\1488.svg
atom	1489	3	page-003.jpg	c:1	c:1	1	597	796	52	52	atoms\c_1\page-003.jpg\1489.svg
atom	1490	3	page-003.jpg	k:1	k:1	1	628	799	77	50	atoms\k_1\page-003.jpg\1490.svg
atom	1491	3	page-003.jpg	f:1	f:1	1	673	804	41	49	atoms\f_1\page-003.jpg\1491.svg
atom	1492	3	page-003.jpg	i:1	i:1	1	681	776	55	77	atoms\i_1\page-003.jpg\1492.svg
atom	1493	3	page-003.jpg	d:1	d:1	1	660	769	68	40	atoms\d_1\page-003.jpg\1493.svg
atom	1574	3	page-003.jpg	c:1	c:1	1	1888	774	59	57	atoms\c_1\page-003.jpg\1574.svg
atom	1575	3	page-003.jpg	a:1	a:1	1	1932	718	34	107	atoms\a_1\page-003.jpg\1575.svg
atom	1578	3	page-003.jpg	b:1	b:1	1	1932	726	90	41	atoms\b_1\page-003.jpg\1578.svg
atom	1579	3	page-003.jpg	c:1	c:1	1	1957	716	67	49	atoms\c_1\page-003.jpg\1579.svg
atom	1580	3	page-003.jpg	a:1	a:1	1	1954	732	35	93	atoms\a_1\page-003.jpg\1580.svg
atom	1582	3	page-003.jpg	e:1	e:1	1	1977	778	51	49	atoms\e_1\page-003.jpg\1582.svg
atom	1583	3	page-003.jpg	f:1	f:1	1	1995	778	43	48	atoms\f_1\page-003.jpg\1583.svg
atom	1584	3	page-003.jpg	k:1	k:1	1	2018	779	77	50	atoms\k_1\page-003.jpg\1584.svg
atom	1585	3	page-003.jpg	f:1	f:1	1	2062	784	40	46	atoms\f_1\page-003.jpg\1585.svg
atom	1586	3	page-003.jpg	i:1	i:1	1	2070	755	49	75	atoms\i_1\page-003.jpg\1586.svg
atom	1587	3	page-003.jpg	d:1	d:1	1	2017	751	87	37	atoms\d_1\page-003.jpg\1587.svg
atom	1512	3	page-003.jpg	c:1	c:1	1	953	793	53	51	atoms\c_1\page-003.jpg\1512.svg
atom	1514	3	page-003.jpg	a:1	a:1	1	1000	740	35	95	atoms\a_1\page-003.jpg\1514.svg
atom	1515	3	page-003.jpg	e:1	e:1	1	982	740	53	47	atoms\e_1\page-003.jpg\1515.svg
atom	1516	3	page-003.jpg	b:1	b:1	1	988	752	92	38	atoms\b_1\page-003.jpg\1516.svg
atom	1517	3	page-003.jpg	c:1	c:1	1	1019	735	67	55	atoms\c_1\page-003.jpg\1517.svg
atom	1518	3	page-003.jpg	a:1	a:1	1	1017	751	35	79	atoms\a_1\page-003.jpg\1518.svg
atom	1519	3	page-003.jpg	e:1	e:1	1	1038	783	47	49	atoms\e_1\page-003.jpg\1519.svg
atom	1520	3	page-003.jpg	c:1	c:1	1	1061	783	52	52	atoms\c_1\page-003.jpg\1520.svg
atom	1521	3	page-003.jpg	f:1	f:1	1	1101	790	45	53	atoms\f_1\page-003.jpg\1521.svg
atom	1522	3	page-003.jpg	i:1	i:1	1	1101	757	55	66	atoms\i_1\page-003.jpg\1522.svg
atom	1524	3	page-003.jpg	d:1	d:1	1	1097	754	53	55	atoms\d_1\page-003.jpg\1524.svg
atom	1526	3	page-003.jpg	e:1	e:1	1	1147	794	49	49	atoms\e_1\page-003.jpg\1526.svg
atom	1527	3	page-003.jpg	i:1	i:1	1	1158	769	48	58	atoms\i_1\page-003.jpg\1527.svg
atom	1528	3	page-003.jpg	d:1	d:1	1	1149	766	53	41	atoms\d_1\page-003.jpg\1528.svg
atom	1529	3	page-003.jpg	c:1	c:1	1	1194	787	52	52	atoms\c_1\page-003.jpg\1529.svg
atom	1530	3	page-003.jpg	f:1	f:1	1	1236	787	45	53	atoms\f_1\page-003.jpg\1530.svg
atom	1531	3	page-003.jpg	j:1	j:1	1	1213	782	67	75	atoms\j_1\page-003.jpg\1531.svg
atom	1532	3	page-003.jpg	c:1	c:1	1	1273	786	52	52	atoms\c_1\page-003.jpg\1532.svg
atom	1533	3	page-003.jpg	a:1	a:1	1	1316	731	33	99	atoms\a_1\page-003.jpg\1533.svg
atom	4648	3	page-003.jpg	m:1	m:1	1	1295	730	84	60	atoms\m_1\page-003.jpg\4648.svg
atom	1535	3	page-003.jpg	c:1	c:1	1	1337	723	61	56	atoms\c_1\page-003.jpg\1535.svg
atom	1537	3	page-003.jpg	a:1	a:1	1	1337	744	35	83	atoms\a_1\page-003.jpg\1537.svg
atom	1538	3	page-003.jpg	e:1	e:1	1	1368	780	47	52	atoms\e_1\page-003.jpg\1538.svg
atom	1539	3	page-003.jpg	h:1	h:1	1	1372	780	51	82	atoms\h_1\page-003.jpg\1539.svg
atom	1494	3	page-003.jpg	c:1	c:1	1	742	799	55	52	atoms\c_1\page-003.jpg\1494.svg
atom	1496	3	page-003.jpg	a:1	a:1	1	786	733	36	108	atoms\a_1\page-003.jpg\1496.svg
atom	1499	3	page-003.jpg	e:1	e:1	1	764	734	56	55	atoms\e_1\page-003.jpg\1499.svg
atom	1500	3	page-003.jpg	b:1	b:1	1	774	749	96	41	atoms\b_1\page-003.jpg\1500.svg
atom	1501	3	page-003.jpg	c:1	c:1	1	808	730	66	57	atoms\c_1\page-003.jpg\1501.svg
atom	1502	3	page-003.jpg	a:1	a:1	1	804	745	36	96	atoms\a_1\page-003.jpg\1502.svg
atom	1505	3	page-003.jpg	e:1	e:1	1	855	795	48	49	atoms\e_1\page-003.jpg\1505.svg
atom	1504	3	page-003.jpg	e:1	e:1	1	825	796	52	49	atoms\e_1\page-003.jpg\1504.svg
atom	1506	3	page-003.jpg	e:1	e:1	1	878	791	54	51	atoms\e_1\page-003.jpg\1506.svg
atom	1509	3	page-003.jpg	h:1	h:1	1	811	791	126	100	atoms\h_1\page-003.jpg\1509.svg
atom	1679	3	page-003.jpg	e:1	e:1	1	1458	860	47	52	atoms\e_1\page-003.jpg\1679.svg
atom	1707	3	page-003.jpg	a:1	a:1	1	1497	812	36	97	atoms\a_1\page-003.jpg\1707.svg
atom	1712	3	page-003.jpg	b:1	b:1	1	1497	838	66	41	atoms\b_1\page-003.jpg\1712.svg
atom	1709	3	page-003.jpg	c:1	c:1	1	1532	806	60	50	atoms\c_1\page-003.jpg\1709.svg
atom	1710	3	page-003.jpg	a:1	a:1	1	1531	816	34	61	atoms\a_1\page-003.jpg\1710.svg
atom	1708	3	page-003.jpg	b:1	b:1	1	1501	812	80	44	atoms\b_1\page-003.jpg\1708.svg
atom	1713	3	page-003.jpg	d:1	d:1	1	1451	833	79	38	atoms\d_1\page-003.jpg\1713.svg
atom	1705	3	page-003.jpg	g:1	g:1	1	1468	861	102	34	atoms\g_1\page-003.jpg\1705.svg
atom	1706	3	page-003.jpg	e:1	e:1	1	1522	862	48	52	atoms\e_1\page-003.jpg\1706.svg
atom	1718	3	page-003.jpg	e:1	e:1	1	1551	861	51	54	atoms\e_1\page-003.jpg\1718.svg
atom	1717	3	page-003.jpg	f:1	f:1	1	1570	861	45	53	atoms\f_1\page-003.jpg\1717.svg
atom	1719	3	page-003.jpg	k:1	k:1	1	1597	867	77	50	atoms\k_1\page-003.jpg\1719.svg
atom	1720	3	page-003.jpg	f:1	f:1	1	1642	872	42	45	atoms\f_1\page-003.jpg\1720.svg
atom	1721	3	page-003.jpg	i:1	i:1	1	1652	836	57	82	atoms\i_1\page-003.jpg\1721.svg
atom	1722	3	page-003.jpg	d:1	d:1	1	1601	831	92	37	atoms\d_1\page-003.jpg\1722.svg
atom	1648	3	page-003.jpg	e:1	e:1	1	969	878	47	52	atoms\e_1\page-003.jpg\1648.svg
atom	1668	3	page-003.jpg	a:1	a:1	1	1002	847	34	77	atoms\a_1\page-003.jpg\1668.svg
atom	3033	3	page-003.jpg	m:1	m:1	1	980	810	71	69	atoms\m_1\page-003.jpg\3033.svg
atom	1670	3	page-003.jpg	c:1	c:1	1	1017	810	60	53	atoms\c_1\page-003.jpg\1670.svg
atom	1671	3	page-003.jpg	a:1	a:1	1	1018	831	36	96	atoms\a_1\page-003.jpg\1671.svg
atom	1664	3	page-003.jpg	g:1	g:1	1	979	878	108	33	atoms\g_1\page-003.jpg\1664.svg
atom	1649	3	page-003.jpg	e:1	e:1	1	1043	877	47	52	atoms\e_1\page-003.jpg\1649.svg
atom	1650	3	page-003.jpg	e:1	e:1	1	1073	873	47	52	atoms\e_1\page-003.jpg\1650.svg
atom	1651	3	page-003.jpg	f:1	f:1	1	1085	873	45	53	atoms\f_1\page-003.jpg\1651.svg
atom	1653	3	page-003.jpg	k:1	k:1	1	1109	874	86	56	atoms\k_1\page-003.jpg\1653.svg
atom	1654	3	page-003.jpg	f:1	f:1	1	1163	882	45	53	atoms\f_1\page-003.jpg\1654.svg
atom	1655	3	page-003.jpg	i:1	i:1	1	1171	854	53	81	atoms\i_1\page-003.jpg\1655.svg
atom	1658	3	page-003.jpg	d:1	d:1	1	1103	837	100	49	atoms\d_1\page-003.jpg\1658.svg
atom	1676	3	page-003.jpg	e:1	e:1	1	1247	876	47	47	atoms\e_1\page-003.jpg\1676.svg
atom	1685	3	page-003.jpg	a:1	a:1	1	1280	849	33	75	atoms\a_1\page-003.jpg\1685.svg
atom	3035	3	page-003.jpg	m:1	m:1	1	1264	814	71	67	atoms\m_1\page-003.jpg\3035.svg
atom	1689	3	page-003.jpg	c:1	c:1	1	1302	811	67	60	atoms\c_1\page-003.jpg\1689.svg
atom	1694	3	page-003.jpg	a:1	a:1	1	1302	828	39	64	atoms\a_1\page-003.jpg\1694.svg
atom	1691	3	page-003.jpg	b:1	b:1	1	1275	857	66	40	atoms\b_1\page-003.jpg\1691.svg
atom	1699	3	page-003.jpg	d:1	d:1	1	1216	857	93	37	atoms\d_1\page-003.jpg\1699.svg
atom	1758	3	page-003.jpg	g:1	g:1	1	1257	874	104	34	atoms\g_1\page-003.jpg\1758.svg
atom	1677	3	page-003.jpg	e:1	e:1	1	1313	874	48	49	atoms\e_1\page-003.jpg\1677.svg
atom	1700	3	page-003.jpg	e:1	e:1	1	1342	873	46	50	atoms\e_1\page-003.jpg\1700.svg
atom	1701	3	page-003.jpg	f:1	f:1	1	1356	873	40	44	atoms\f_1\page-003.jpg\1701.svg
atom	1702	3	page-003.jpg	f:1	f:1	1	1391	873	45	53	atoms\f_1\page-003.jpg\1702.svg
atom	1703	3	page-003.jpg	i:1	i:1	1	1393	843	52	67	atoms\i_1\page-003.jpg\1703.svg
atom	1704	3	page-003.jpg	d:1	d:1	1	1370	836	69	39	atoms\d_1\page-003.jpg\1704.svg
atom	1070	3	page-003.jpg	c:1	c:1	1	1425	514	52	52	atoms\c_1\page-003.jpg\1070.svg
atom	1071	3	page-003.jpg	f:1	f:1	1	1464	518	45	53	atoms\f_1\page-003.jpg\1071.svg
atom	1074	3	page-003.jpg	j:1	j:1	1	1442	513	71	71	atoms\j_1\page-003.jpg\1074.svg
atom	3660	3	page-003.jpg	n:1	n:1	1	1379	481	54	58	atoms\n_1\page-003.jpg\3660.svg
atom	1066	3	page-003.jpg	e:1	e:1	1	1354	512	47	52	atoms\e_1\page-003.jpg\1066.svg
atom	1068	3	page-003.jpg	g:1	g:1	1	1365	512	83	34	atoms\g_1\page-003.jpg\1068.svg
atom	1067	3	page-003.jpg	e:1	e:1	1	1405	514	47	52	atoms\e_1\page-003.jpg\1067.svg
atom	1726	3	page-003.jpg	e:1	e:1	1	2037	847	48	50	atoms\e_1\page-003.jpg\1726.svg
atom	1727	3	page-003.jpg	h:1	h:1	1	1999	848	94	110	atoms\h_1\page-003.jpg\1727.svg
atom	1734	3	page-003.jpg	e:1	e:1	1	2080	853	45	53	atoms\e_1\page-003.jpg\1734.svg
atom	1736	3	page-003.jpg	c:1	c:1	1	2086	831	56	52	atoms\c_1\page-003.jpg\1736.svg
atom	1735	3	page-003.jpg	h:2	h:2	1	2087	834	44	72	atoms\h_2\page-003.jpg\1735.svg
atom	1742	3	page-003.jpg	e:1	e:1	1	2120	854	47	52	atoms\e_1\page-003.jpg\1742.svg
atom	1743	3	page-003.jpg	f:1	f:1	1	2132	854	45	53	atoms\f_1\page-003.jpg\1743.svg
atom	1744	3	page-003.jpg	f:1	f:1	1	2162	857	45	53	atoms\f_1\page-003.jpg\1744.svg
atom	1747	3	page-003.jpg	i:1	i:1	1	2165	839	55	55	atoms\i_1\page-003.jpg\1747.svg
atom	1748	3	page-003.jpg	d:1	d:1	1	2148	835	69	36	atoms\d_1\page-003.jpg\1748.svg
atom	1749	3	page-003.jpg	e:1	e:1	1	2197	861	47	55	atoms\e_1\page-003.jpg\1749.svg
atom	1746	3	page-003.jpg	f:1	f:1	1	2210	861	45	53	atoms\f_1\page-003.jpg\1746.svg
atom	1745	3	page-003.jpg	f:1	f:1	1	2229	864	45	53	atoms\f_1\page-003.jpg\1745.svg
atom	3667	3	page-003.jpg	n:1	n:1	1	2275	827	56	63	atoms\n_1\page-003.jpg\3667.svg
atom	1750	3	page-003.jpg	e:1	e:1	1	2254	863	50	55	atoms\e_1\page-003.jpg\1750.svg
atom	1752	3	page-003.jpg	g:1	g:1	1	2264	863	76	33	atoms\g_1\page-003.jpg\1752.svg
atom	1751	3	page-003.jpg	e:1	e:1	1	2292	863	50	54	atoms\e_1\page-003.jpg\1751.svg
atom	1754	3	page-003.jpg	e:1	e:1	1	2321	864	47	52	atoms\e_1\page-003.jpg\1754.svg
atom	1755	3	page-003.jpg	h:1	h:1	1	2312	864	61	90	atoms\h_1\page-003.jpg\1755.svg
atom	1627	3	page-003.jpg	e:1	e:1	1	568	879	47	52	atoms\e_1\page-003.jpg\1627.svg
atom	1629	3	page-003.jpg	i:1	i:1	1	579	858	45	54	atoms\i_1\page-003.jpg\1629.svg
atom	1630	3	page-003.jpg	d:1	d:1	1	572	853	52	38	atoms\d_1\page-003.jpg\1630.svg
atom	1631	3	page-003.jpg	e:1	e:1	1	600	879	47	52	atoms\e_1\page-003.jpg\1631.svg
atom	1632	3	page-003.jpg	f:1	f:1	1	612	880	45	53	atoms\f_1\page-003.jpg\1632.svg
atom	1633	3	page-003.jpg	l:1	l:1	1	629	885	63	50	atoms\l_1\page-003.jpg\1633.svg
atom	1634	3	page-003.jpg	f:1	f:1	1	660	889	39	47	atoms\f_1\page-003.jpg\1634.svg
atom	1635	3	page-003.jpg	i:1	i:1	1	661	850	54	74	atoms\i_1\page-003.jpg\1635.svg
atom	1636	3	page-003.jpg	d:1	d:1	1	654	844	60	39	atoms\d_1\page-003.jpg\1636.svg
atom	1637	3	page-003.jpg	e:1	e:1	1	692	892	47	52	atoms\e_1\page-003.jpg\1637.svg
atom	1638	3	page-003.jpg	h:1	h:1	1	685	892	60	87	atoms\h_1\page-003.jpg\1638.svg
atom	1639	3	page-003.jpg	e:1	e:1	1	766	886	47	52	atoms\e_1\page-003.jpg\1639.svg
atom	1643	3	page-003.jpg	g:1	g:1	1	777	882	72	36	atoms\g_1\page-003.jpg\1643.svg
atom	1642	3	page-003.jpg	e:1	e:1	1	799	882	50	52	atoms\e_1\page-003.jpg\1642.svg
atom	1640	3	page-003.jpg	e:1	e:1	1	833	881	47	52	atoms\e_1\page-003.jpg\1640.svg
atom	1641	3	page-003.jpg	e:1	e:1	1	860	880	47	52	atoms\e_1\page-003.jpg\1641.svg
atom	1644	3	page-003.jpg	f:1	f:1	1	871	880	44	47	atoms\f_1\page-003.jpg\1644.svg
atom	1645	3	page-003.jpg	f:1	f:1	1	901	884	41	51	atoms\f_1\page-003.jpg\1645.svg
atom	1646	3	page-003.jpg	i:1	i:1	1	903	850	54	70	atoms\i_1\page-003.jpg\1646.svg
atom	1647	3	page-003.jpg	d:1	d:1	1	888	841	67	42	atoms\d_1\page-003.jpg\1647.svg
atom	1870	3	page-003.jpg	e:1	e:1	1	1807	1010	49	52	atoms\e_1\page-003.jpg\1870.svg
atom	1861	3	page-003.jpg	a:1	a:1	1	1858	971	35	144	atoms\a_1\page-003.jpg\1861.svg
atom	1856	3	page-003.jpg	e:1	e:1	1	1821	1068	47	52	atoms\e_1\page-003.jpg\1856.svg
atom	1868	3	page-003.jpg	b:1	b:1	1	1870	1004	86	40	atoms\b_1\page-003.jpg\1868.svg
