entity_type	entity_id	image_id	image_name	token	signature	atom_count	bounds_x	bounds_y	bounds_w	bounds_h	svg_path
atom	3224	3	page-003.jpg	a:1	a:1	1	2028	1812	35	89	atoms\a_1\page-003.jpg\3224.svg
atom	3214	3	page-003.jpg	b:1	b:1	1	2031	1812	69	38	atoms\b_1\page-003.jpg\3214.svg
atom	3178	3	page-003.jpg	c:1	c:1	1	2051	1794	55	53	atoms\c_1\page-003.jpg\3178.svg
atom	3225	3	page-003.jpg	a:1	a:1	1	2045	1802	38	97	atoms\a_1\page-003.jpg\3225.svg
atom	3179	3	page-003.jpg	c:1	c:1	1	2065	1849	52	52	atoms\c_1\page-003.jpg\3179.svg
atom	3188	3	page-003.jpg	f:1	f:1	1	2100	1854	45	53	atoms\f_1\page-003.jpg\3188.svg
atom	3195	3	page-003.jpg	i:1	i:1	1	2102	1829	58	61	atoms\i_1\page-003.jpg\3195.svg
atom	3199	3	page-003.jpg	d:1	d:1	1	2099	1827	59	39	atoms\d_1\page-003.jpg\3199.svg
atom	3147	3	page-003.jpg	e:1	e:1	1	545	1850	47	52	atoms\e_1\page-003.jpg\3147.svg
atom	3170	3	page-003.jpg	c:1	c:1	1	547	1830	49	45	atoms\c_1\page-003.jpg\3170.svg
atom	3180	3	page-003.jpg	h:2	h:2	1	548	1834	45	65	atoms\h_2\page-003.jpg\3180.svg
atom	3148	3	page-003.jpg	e:1	e:1	1	577	1845	47	52	atoms\e_1\page-003.jpg\3148.svg
atom	3181	3	page-003.jpg	f:1	f:1	1	588	1845	45	53	atoms\f_1\page-003.jpg\3181.svg
atom	3190	3	page-003.jpg	k:1	k:1	1	609	1846	78	53	atoms\k_1\page-003.jpg\3190.svg
atom	3191	3	page-003.jpg	f:1	f:1	1	656	1846	45	53	atoms\f_1\page-003.jpg\3191.svg
atom	3192	3	page-003.jpg	i:1	i:1	1	665	1829	50	69	atoms\i_1\page-003.jpg\3192.svg
atom	3196	3	page-003.jpg	d:1	d:1	1	619	1821	79	41	atoms\d_1\page-003.jpg\3196.svg
