image_name	row_index	unit_id	molecule_id	unit_index	atom_count	first_token	last_token	prefix2	suffix2	prev_molecule_id	prev_last_token	prev_suffix2	next_molecule_id	next_first_token	next_prefix2	signature
page-003.jpg	13	p003-u106	img3-m107	106	6	e:1	j:1	e:1 g:1	f:1 j:1	img3-m104	j:1	f:1 j:1	img3-m101	a:1	a:1 b:1	e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	13	p003-u107	img3-m101	107	8	a:1	d:1	a:1 b:1	i:1 d:1	img3-m107	j:1	f:1 j:1	img3-m108	e:1	e:1 g:1	a:1 b:1 c:1 a:1 c:1 f:1 i:1 d:1
page-003.jpg	13	p003-u108	img3-m108	108	4	e:1	c:1	e:1 g:1	e:1 c:1	img3-m101	d:1	i:1 d:1				e:1 g:1 e:1 c:1
page-003.jpg	14	p003-u109	img3-m115	109	5	n:1	c:1	n:1 e:1	e:1 c:1				img3-m113	e:1	e:1 g:1	n:1 e:1 g:1 e:1 c:1
page-003.jpg	14	p003-u110	img3-m113	110	6	e:1	j:1	e:1 g:1	f:1 j:1	img3-m115	c:1	e:1 c:1	img3-m114	e:1	e:1 g:1	e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	14	p003-u111	img3-m114	111	12	e:1	d:1	e:1 g:1	i:1 d:1	img3-m113	j:1	f:1 j:1	img3-m109	e:1	e:1 h:1	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
page-003.jpg	14	p003-u112	img3-m109	112	10	e:1	e:1	e:1 h:1	g:1 e:1	img3-m114	d:1	i:1 d:1	img3-m110	a:1	a:1 b:1	e:1 h:1 a:1 b:1 c:1 a:1 n:1 e:1 g:1 e:1
page-003.jpg	14	p003-u113	img3-m110	113	8	a:1	c:1	a:1 b:1	e:1 c:1	img3-m109	e:1	g:1 e:1	img3-m112	e:1	e:1 c:1	a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1
page-003.jpg	14	p003-u114	img3-m112	114	7	e:1	d:1	e:1 c:1	i:1 d:1	img3-m110	c:1	e:1 c:1	img3-m117	e:1	e:1 g:1	e:1 c:1 h:2 c:1 f:1 i:1 d:1
page-003.jpg	14	p003-u115	img3-m117	115	13	e:1	d:1	e:1 g:1	i:1 d:1	img3-m112	d:1	i:1 d:1	img3-m116	n:1	n:1 e:1	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	14	p003-u116	img3-m116	116	5	n:1	c:1	n:1 e:1	e:1 c:1	img3-m117	d:1	i:1 d:1	img3-m111	a:1	a:1 b:1	n:1 e:1 g:1 e:1 c:1
page-003.jpg	14	p003-u117	img3-m111	117	12	a:1	h:1	a:1 b:1	c:1 h:1	img3-m116	c:1	e:1 c:1				a:1 b:1 c:1 a:1 e:1 g:1 e:1 c:1 f:1 i:1 c:1 h:1
page-003.jpg	15	p003-u118	img3-m123	118	6	c:1	h:1	c:1 e:1	e:1 h:1				img3-m119	e:1	e:1 g:1	c:1 e:1 g:1 e:1 e:1 h:1
page-003.jpg	15	p003-u119	img3-m119	119	11	e:1	h:1	e:1 g:1	e:1 h:1	img3-m123	h:1	e:1 h:1	img3-m124	e:1	e:1 g:1	e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1
page-003.jpg	15	p003-u120	img3-m124	120	14	e:1	d:1	e:1 g:1	i:1 d:1	img3-m119	h:1	e:1 h:1	img3-m125	n:1	n:1 e:1	e:1 g:1 e:1 e:1 a:1 b:1 c:1 a:1 e:1 f:1 l:1 f:1 i:1 d:1
page-003.jpg	15	p003-u121	img3-m125	121	6	n:1	c:1	n:1 e:1	e:1 c:1	img3-m124	d:1	i:1 d:1	img3-m118	e:1	e:1 a:1	n:1 e:1 g:1 e:1 e:1 c:1
page-003.jpg	15	p003-u122	img3-m118	122	15	e:1	j:1	e:1 a:1	f:1 j:1	img3-m125	c:1	e:1 c:1	img3-m122	e:1	e:1 c:1	e:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 n:1 e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	15	p003-u123	img3-m122	123	13	e:1	h:1	e:1 c:1	e:1 h:1	img3-m118	j:1	f:1 j:1	img3-m120	e:1	e:1 a:1	e:1 c:1 h:2 e:1 c:1 h:2 e:1 c:1 h:2 e:1 h:1 e:1 h:1
page-003.jpg	15	p003-u124	img3-m120	124	10	e:1	h:1	e:1 a:1	e:1 h:1	img3-m122	h:1	e:1 h:1	img3-m121	e:1	e:1 c:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1
page-003.jpg	15	p003-u125	img3-m121	125	16	e:1	h:1	e:1 c:1	e:1 h:1	img3-m120	h:1	e:1 h:1				e:1 c:1 h:2 e:1 l:1 f:1 e:1 a:1 e:1 b:1 c:1 a:1 c:2 g:1 e:1 h:1
page-003.jpg	16	p003-u126	img3-m133	126	8	c:1	h:1	c:1 a:1	e:1 h:1				img3-m131	c:1	c:1 f:1	c:1 a:1 e:1 b:1 c:1 a:1 e:1 h:1
page-003.jpg	16	p003-u127	img3-m131	127	7	c:1	e:1	c:1 f:1	g:1 e:1	img3-m133	h:1	e:1 h:1	img3-m130	n:1	n:1 e:1	c:1 f:1 j:1 n:1 e:1 g:1 e:1
page-003.jpg	16	p003-u128	img3-m130	128	5	n:1	e:1	n:1 e:1	e:1 e:1	img3-m131	e:1	g:1 e:1	img3-m127	a:1	a:1 b:1	n:1 e:1 g:1 e:1 e:1
page-003.jpg	16	p003-u129	img3-m127	129	15	a:1	h:1	a:1 b:1	e:1 h:1	img3-m130	e:1	e:1 e:1	img3-m126	e:1	e:1 a:1	a:1 b:1 c:1 a:1 c:1 e:1 c:1 h:2 n:1 e:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	16	p003-u130	img3-m126	130	16	e:1	h:1	e:1 a:1	e:1 h:1	img3-m127	h:1	e:1 h:1	img3-m129	e:1	e:1 c:1	e:1 a:1 m:1 c:1 a:1 b:1 d:1 g:1 e:1 e:1 e:1 f:1 f:1 j:1 e:1 h:1
page-003.jpg	16	p003-u131	img3-m129	131	14	e:1	d:1	e:1 c:1	i:1 d:1	img3-m126	h:1	e:1 h:1	img3-m132	e:1	e:1 c:1	e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1 e:1 f:1 l:1 f:1 i:1 d:1
page-003.jpg	16	p003-u132	img3-m132	132	9	e:1	d:1	e:1 c:1	i:1 d:1	img3-m129	d:1	i:1 d:1	img3-m128	e:1	e:1 a:1	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
page-003.jpg	16	p003-u133	img3-m128	133	14	e:1	i:1	e:1 a:1	e:1 i:1	img3-m132	d:1	i:1 d:1				e:1 a:1 b:1 c:1 a:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2 e:1 i:1
page-003.jpg	17	p003-u134	img3-m135	134	11	e:1	d:1	e:1 c:1	i:1 d:1				img3-m137	n:1	n:1 e:1	e:1 c:1 h:2 e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
page-003.jpg	17	p003-u135	img3-m137	135	18	n:1	d:1	n:1 e:1	i:1 d:1	img3-m135	d:1	i:1 d:1	img3-m138	c:1	c:1 a:1	n:1 e:1 g:1 e:1 e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	17	p003-u136	img3-m138	136	17	c:1	h:1	c:1 a:1	e:1 h:1	img3-m137	d:1	i:1 d:1	img3-m136	n:1	n:1 c:2	c:1 a:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1 e:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	17	p003-u137	img3-m136	137	24	n:1	j:1	n:1 c:2	f:1 j:1	img3-m138	h:1	e:1 h:1	img3-m134	e:1	e:1 a:1	n:1 c:2 g:1 e:1 e:1 h:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 e:1 b:1 c:1 a:1 e:1 b:1 c:1 a:1 c:1 f:1 j:1
page-003.jpg	17	p003-u138	img3-m134	138	14	e:1	d:1	e:1 a:1	i:1 d:1	img3-m136	j:1	f:1 j:1	img3-m139	e:1	e:1 c:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 e:1 f:1 j:1 e:1 i:1 d:1
page-003.jpg	17	p003-u139	img3-m139	139	14	e:1	c:1	e:1 c:1	e:1 c:1	img3-m134	d:1	i:1 d:1				e:1 c:1 h:2 e:1 f:1 c:1 e:1 a:1 b:1 c:1 a:1 g:1 e:1 c:1
page-003.jpg	18	p003-u140	img3-m142	140	9	n:1	a:1	n:1 e:1	c:1 a:1				img3-m144	e:1	e:1 g:1	n:1 e:1 g:1 e:1 c:1 a:1 b:1 c:1 a:1
page-003.jpg	18	p003-u141	img3-m144	141	7	e:1	d:1	e:1 g:1	i:1 d:1	img3-m142	a:1	c:1 a:1	img3-m143	e:1	e:1 g:1	e:1 g:1 e:1 c:1 f:1 i:1 d:1
page-003.jpg	18	p003-u142	img3-m143	142	6	e:1	h:1	e:1 g:1	e:1 h:1	img3-m144	d:1	i:1 d:1	img3-m141	e:1	e:1 c:1	e:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	18	p003-u143	img3-m141	143	9	e:1	d:1	e:1 c:1	i:1 d:1	img3-m143	h:1	e:1 h:1	img3-m140	e:1	e:1 a:1	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
page-003.jpg	18	p003-u144	img3-m140	144	10	e:1	h:1	e:1 a:1	e:1 h:1	img3-m141	d:1	i:1 d:1	img3-m146	c:1	c:1 a:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	18	p003-u145	img3-m146	145	9	c:1	j:1	c:1 a:1	f:1 j:1	img3-m140	h:1	e:1 h:1	img3-m145	e:1	e:1 c:1	c:1 a:1 e:1 b:1 c:1 a:1 c:1 f:1 j:1
page-003.jpg	18	p003-u146	img3-m145	146	10	e:1	d:1	e:1 c:1	i:1 d:1	img3-m146	j:1	f:1 j:1				e:1 c:1 h:2 e:1 f:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	19	p003-u147	img3-m147	147	11	e:1	c:1	e:1 a:1	e:1 c:1				img3-m149	n:1	n:1 e:1	e:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 g:1 e:1 c:1
page-003.jpg	19	p003-u148	img3-m149	148	10	n:1	d:1	n:1 e:1	i:1 d:1	img3-m147	c:1	e:1 c:1	img3-m150	n:1	n:1 c:2	n:1 e:1 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	19	p003-u149	img3-m150	149	15	n:1	e:1	n:1 c:2	e:1 e:1	img3-m149	d:1	i:1 d:1	img3-m151	e:1	e:1 g:1	n:1 c:2 g:1 e:1 c:1 a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 e:1
page-003.jpg	19	p003-u150	img3-m151	150	6	e:1	j:1	e:1 g:1	f:1 j:1	img3-m150	e:1	e:1 e:1	img3-m148	a:1	a:1 e:1	e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	19	p003-u151	img3-m148	151	20	a:1	h:1	a:1 e:1	e:1 h:1	img3-m151	j:1	f:1 j:1	img3-m152	e:1	e:1 a:1	a:1 e:1 b:1 c:1 a:1 n:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 e:1 e:1 i:1 d:1 e:1 h:1
page-003.jpg	19	p003-u152	img3-m152	152	24	e:1	h:1	e:1 a:1	e:1 h:1	img3-m148	h:1	e:1 h:1	img3-m154	e:1	e:1 g:1	e:1 a:1 e:1 b:1 c:1 a:1 b:1 d:1 n:1 e:1 c:1 h:2 e:1 g:1 e:1 e:1 e:1 h:1 e:1 h:1 e:1 e:1 e:1 h:1
page-003.jpg	19	p003-u153	img3-m154	153	9	e:1	h:1	e:1 g:1	e:1 h:1	img3-m152	h:1	e:1 h:1	img3-m153	e:1	e:1 c:1	e:1 g:1 e:1 c:1 f:1 i:1 d:1 e:1 h:1
page-003.jpg	19	p003-u154	img3-m153	154	8	e:1	d:1	e:1 c:1	i:1 d:1	img3-m154	h:1	e:1 h:1				e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
page-003.jpg	20	p003-u155	img3-m157	155	11	e:1	d:1	e:1 h:1	i:1 d:1				img3-m161	e:1	e:1 g:1	e:1 h:1 e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
page-003.jpg	20	p003-u156	img3-m161	156	6	e:1	j:1	e:1 g:1	f:1 j:1	img3-m157	d:1	i:1 d:1	img3-m158	e:1	e:1 c:1	e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	20	p003-u157	img3-m158	157	9	e:1	d:1	e:1 c:1	i:1 d:1	img3-m161	j:1	f:1 j:1	img3-m155	e:1	e:1 a:1	e:1 c:1 h:2 e:1 f:1 l:1 f:1 i:1 d:1
page-003.jpg	20	p003-u158	img3-m155	158	11	e:1	j:1	e:1 a:1	f:1 j:1	img3-m158	d:1	i:1 d:1	img3-m159	e:1	e:1 c:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1 e:1 f:1 f:1 j:1
page-003.jpg	20	p003-u159	img3-m159	159	8	e:1	d:1	e:1 c:1	i:1 d:1	img3-m155	j:1	f:1 j:1	img3-m163	n:1	n:1 e:1	e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
page-003.jpg	20	p003-u160	img3-m163	160	10	n:1	d:1	n:1 e:1	i:1 d:1	img3-m159	d:1	i:1 d:1	img3-m156	a:1	a:1 b:1	n:1 e:1 g:1 e:1 e:1 e:1 f:1 f:1 i:1 d:1
page-003.jpg	20	p003-u161	img3-m156	161	10	a:1	d:1	a:1 b:1	i:1 d:1	img3-m163	d:1	i:1 d:1	img3-m162	e:1	e:1 c:1	a:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	20	p003-u162	img3-m162	162	8	e:1	d:1	e:1 c:1	i:1 d:1	img3-m156	d:1	i:1 d:1	img3-m164	n:1	n:1 e:1	e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
page-003.jpg	20	p003-u163	img3-m164	163	7	n:1	h:1	n:1 e:1	e:1 h:1	img3-m162	d:1	i:1 d:1	img3-m160	e:1	e:1 a:1	n:1 e:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	20	p003-u164	img3-m160	164	12	e:1	d:1	e:1 a:1	i:1 d:1	img3-m164	h:1	e:1 h:1				e:1 a:1 m:1 c:1 a:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
page-003.jpg	21	p003-u165	img3-m167	165	4	e:1	c:1	e:1 g:1	e:1 c:1				img3-m170	c:1	c:1 a:1	e:1 g:1 e:1 c:1
page-003.jpg	21	p003-u166	img3-m170	166	11	c:1	d:1	c:1 a:1	i:1 d:1	img3-m167	c:1	e:1 c:1	img3-m171	n:1	n:1 e:1	c:1 a:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	21	p003-u167	img3-m171	167	11	n:1	d:1	n:1 e:1	i:1 d:1	img3-m170	d:1	i:1 d:1	img3-m172	c:1	c:1 a:1	n:1 e:1 g:1 e:1 c:1 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	21	p003-u168	img3-m172	168	8	c:1	j:1	c:1 a:1	f:1 j:1	img3-m171	d:1	i:1 d:1	img3-m169	e:1	e:1 c:1	c:1 a:1 b:1 c:1 a:1 c:1 f:1 j:1
page-003.jpg	21	p003-u169	img3-m169	169	9	e:1	d:1	e:1 c:1	i:1 d:1	img3-m172	j:1	f:1 j:1	img3-m165	e:1	e:1 a:1	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	21	p003-u170	img3-m165	170	12	e:1	d:1	e:1 a:1	i:1 d:1	img3-m169	d:1	i:1 d:1	img3-m166	e:1	e:1 a:1	e:1 a:1 b:1 c:1 a:1 b:1 d:1 e:1 f:1 f:1 i:1 d:1
page-003.jpg	21	p003-u171	img3-m166	171	11	e:1	j:1	e:1 a:1	f:1 j:1	img3-m165	d:1	i:1 d:1	img3-m173	e:1	e:1 c:1	e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	21	p003-u172	img3-m173	172	8	e:1	i:1	e:1 c:1	f:1 i:1	img3-m166	j:1	f:1 j:1	img3-m168	e:1	e:1 a:1	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1
page-003.jpg	21	p003-u173	img3-m168	173	19	e:1	d:1	e:1 a:1	i:1 d:1	img3-m173	i:1	f:1 i:1				e:1 a:1 e:1 b:1 c:1 a:1 g:1 e:1 c:1 f:1 j:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
page-003.jpg	22	p003-u174	img3-m176	174	9	e:1	h:1	e:1 h:1	e:1 h:1				img3-m178	c:1	c:1 a:1	e:1 h:1 e:1 g:1 e:1 e:1 e:1 e:1 h:1
page-003.jpg	22	p003-u175	img3-m178	175	8	c:1	e:1	c:1 a:1	e:1 e:1	img3-m176	h:1	e:1 h:1	img3-m179	c:1	c:1 a:1	c:1 a:1 b:1 c:1 a:1 e:1 e:1 e:1
page-003.jpg	22	p003-u176	img3-m179	176	7	c:1	h:1	c:1 a:1	e:1 h:1	img3-m178	e:1	e:1 e:1	img3-m175	e:1	e:1 c:1	c:1 a:1 b:1 c:1 a:1 e:1 h:1
page-003.jpg	22	p003-u177	img3-m175	177	9	e:1	d:1	e:1 c:1	i:1 d:1	img3-m179	h:1	e:1 h:1	img3-m180	c:1	c:1 a:1	e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	22	p003-u178	img3-m180	178	11	c:1	h:1	c:1 a:1	e:1 h:1	img3-m175	d:1	i:1 d:1	img3-m174	a:1	a:1 b:1	c:1 a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	22	p003-u179	img3-m174	179	15	a:1	d:1	a:1 b:1	i:1 d:1	img3-m180	h:1	e:1 h:1	img3-m183	c:1	c:1 e:1	a:1 b:1 c:1 a:1 c:1 a:1 b:1 c:1 a:1 e:1 f:1 k:1 f:1 i:1 d:1
page-003.jpg	22	p003-u180	img3-m183	180	7	c:1	j:1	c:1 e:1	f:1 j:1	img3-m174	d:1	i:1 d:1	img3-m177	a:1	a:1 b:1	c:1 e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	22	p003-u181	img3-m177	181	16	a:1	h:2	a:1 b:1	c:1 h:2	img3-m183	j:1	f:1 j:1				a:1 b:1 c:1 a:1 c:1 e:1 c:1 h:2 e:1 g:1 e:1 e:1 h:1 e:1 c:1 h:2
page-003.jpg	23	p003-u182	img3-m184	182	8	e:1	c:1	e:1 c:1	e:1 c:1				img3-m187	n:1	n:1 e:1	e:1 c:1 h:2 e:1 g:1 e:1 e:1 c:1
page-003.jpg	23	p003-u183	img3-m187	183	10	n:1	h:1	n:1 e:1	e:1 h:1	img3-m184	c:1	e:1 c:1	img3-m181	a:1	a:1 b:1	n:1 e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1
page-003.jpg	23	p003-u184	img3-m181	184	13	a:1	h:1	a:1 b:1	e:1 h:1	img3-m187	h:1	e:1 h:1	img3-m182	e:1	e:1 a:1	a:1 b:1 c:1 a:1 c:2 g:1 e:1 n:1 e:1 g:1 e:1 e:1 h:1
page-003.jpg	23	p003-u185	img3-m182	185	9	e:1	h:1	e:1 a:1	e:1 h:1	img3-m181	h:1	e:1 h:1	img3-m188	c:1	c:1 a:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1 e:1 h:1
page-003.jpg	23	p003-u186	img3-m188	186	11	c:1	h:1	c:1 a:1	e:1 h:1	img3-m182	h:1	e:1 h:1	img3-m185	a:1	a:1 b:1	c:1 a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1
page-003.jpg	23	p003-u187	img3-m185	187	8	a:1	h:1	a:1 b:1	e:1 h:1	img3-m188	h:1	e:1 h:1	img3-m186	a:1	a:1 b:1	a:1 b:1 c:1 a:1 e:1 e:1 e:1 h:1
page-003.jpg	23	p003-u188	img3-m186	188	8	a:1	h:1	a:1 b:1	e:1 h:1	img3-m185	h:1	e:1 h:1	img3-m189	e:1	e:1 c:1	a:1 b:1 c:1 a:1 e:1 e:1 e:1 h:1
page-003.jpg	23	p003-u189	img3-m189	189	7	e:1	j:1	e:1 c:1	f:1 j:1	img3-m186	h:1	e:1 h:1	img3-m190	n:1	n:1 e:1	e:1 c:1 h:2 e:1 f:1 f:1 j:1
page-003.jpg	23	p003-u190	img3-m190	190	13	n:1	d:1	n:1 e:1	i:1 d:1	img3-m189	j:1	f:1 j:1				n:1 e:1 g:1 e:1 a:1 e:1 b:1 c:1 a:1 c:1 f:1 i:1 d:1
page-003.jpg	24	p003-u191	img3-m191	191	4	e:1	c:1	e:1 g:1	e:1 c:1				img3-m192	e:1	e:1 g:1	e:1 g:1 e:1 c:1
page-003.jpg	24	p003-u192	img3-m192	192	6	e:1	j:1	e:1 g:1	f:1 j:1	img3-m191	c:1	e:1 c:1	img3-m193	e:1	e:1 g:1	e:1 g:1 e:1 c:1 f:1 j:1
page-003.jpg	24	p003-u193	img3-m193	193	6	e:1	c:1	e:1 g:1	a:1 c:1	img3-m192	j:1	f:1 j:1	img3-m194	e:1	e:1 g:1	e:1 g:1 e:1 c:1 a:1 c:1
page-003.jpg	24	p003-u194	img3-m194	194	10	e:1	h:1	e:1 g:1	e:1 h:1	img3-m193	c:1	a:1 c:1	img3-m195	e:1	e:1 g:1	e:1 g:1 e:1 c:1 a:1 m:1 c:1 a:1 e:1 h:1
page-003.jpg	24	p003-u195	img3-m195	195	12	e:1	h:1	e:1 g:1	e:1 h:1	img3-m194	h:1	e:1 h:1	img3-m196	e:1	e:1 c:1	e:1 g:1 e:1 c:1 a:1 e:1 b:1 c:1 a:1 e:1 e:1 h:1
page-003.jpg	24	p003-u196	img3-m196	196	12	e:1	d:1	e:1 c:1	i:1 d:1	img3-m195	h:1	e:1 h:1				e:1 c:1 h:2 c:2 g:1 e:1 e:1 f:1 k:1 f:1 i:1 d:1
page-004.jpg	1	p004-u001	img4-m1	1	12	a:1	h:1	a:1 b:1	e:1 h:1				img4-m2	e:1	e:1 g:1	a:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 i:1 d:1 e:1 h:1
page-004.jpg	1	p004-u002	img4-m2	2	13	e:1	d:1	e:1 g:1	i:1 d:1	img4-m1	h:1	e:1 h:1	img4-m3	c:1	c:1 f:1	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 f:1 k:1 f:1 i:1 d:1
page-004.jpg	1	p004-u003	img4-m3	3	3	c:1	j:1	c:1 f:1	f:1 j:1	img4-m2	d:1	i:1 d:1	img4-m5	c:1	c:1 f:1	c:1 f:1 j:1
page-004.jpg	1	p004-u004	img4-m5	4	14	c:1	h:1	c:1 f:1	e:1 h:1	img4-m3	j:1	f:1 j:1	img4-m10	e:1	e:1 g:1	c:1 f:1 j:1 a:1 e:1 b:1 c:1 a:1 e:1 g:1 e:1 e:1 e:1 h:1
page-004.jpg	1	p004-u005	img4-m10	5	8	e:1	d:1	e:1 g:1	i:1 d:1	img4-m5	h:1	e:1 h:1	img4-m4	e:1	e:1 a:1	e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
page-004.jpg	1	p004-u006	img4-m4	6	14	e:1	d:1	e:1 a:1	i:1 d:1	img4-m10	d:1	i:1 d:1	img4-m11	e:1	e:1 f:1	e:1 a:1 b:1 c:1 a:1 b:1 d:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
page-004.jpg	1	p004-u007	img4-m11	7	6	e:1	h:1	e:1 f:1	c:1 h:1	img4-m4	d:1	i:1 d:1				e:1 f:1 f:1 i:1 c:1 h:1
page-004.jpg	2	p004-u008	img4-m6	8	9	e:1	c:1	e:1 h:1	e:1 c:1				img4-m7	e:1	e:1 g:1	e:1 h:1 a:1 m:1 c:1 a:1 e:1 e:1 c:1
page-004.jpg	2	p004-u009	img4-m7	9	8	e:1	d:1	e:1 g:1	i:1 d:1	img4-m6	c:1	e:1 c:1	img4-m8	c:1	c:1 f:1	e:1 g:1 e:1 e:1 f:1 f:1 i:1 d:1
page-004.jpg	2	p004-u010	img4-m8	10	4	c:1	d:1	c:1 f:1	i:1 d:1	img4-m7	d:1	i:1 d:1	img4-m9	c:1	c:1 e:1	c:1 f:1 i:1 d:1
page-004.jpg	2	p004-u011	img4-m9	11	6	c:1	h:1	c:1 e:1	e:1 h:1	img4-m8	d:1	i:1 d:1	img4-m14	e:1	e:1 c:1	c:1 e:1 g:1 e:1 e:1 h:1
page-004.jpg	2	p004-u012	img4-m14	12	9	e:1	j:1	e:1 c:1	f:1 j:1	img4-m9	h:1	e:1 h:1	img4-m12	a:1	a:1 b:1	e:1 c:1 h:2 e:1 g:1 e:1 c:1 f:1 j:1
page-004.jpg	2	p004-u013	img4-m12	13	10	a:1	h:1	a:1 b:1	e:1 h:1	img4-m14	j:1	f:1 j:1	img4-m16	c:1	c:1 a:1	a:1 b:1 c:1 a:1 c:1 e:1 c:1 h:2 e:1 h:1
page-004.jpg	2	p004-u014	img4-m16	14	14	c:1	d:1	c:1 a:1	i:1 d:1	img4-m12	h:1	e:1 h:1	img4-m18	e:1	e:1 g:1	c:1 a:1 b:1 c:1 a:1 c:1 e:1 c:1 h:2 e:1 f:1 f:1 i:1 d:1
page-004.jpg	2	p004-u015	img4-m18	15	9	e:1	h:1	e:1 g:1	e:1 h:1	img4-m16	d:1	i:1 d:1				e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1
page-004.jpg	3	p004-u016	img4-m15	16	13	e:1	h:1	e:1 a:1	e:1 h:1				img4-m13	a:1	a:1 b:1	e:1 a:1 b:1 c:1 a:1 g:1 e:1 e:1 c:1 h:2 c:1 e:1 h:1
page-004.jpg	3	p004-u017	img4-m13	17	17	a:1	h:1	a:1 b:1	e:1 h:1	img4-m15	h:1	e:1 h:1	img4-m17	n:1	n:1 e:1	a:1 b:1 c:1 a:1 c:2 g:1 e:1 c:1 a:1 b:1 c:1 a:1 c:2 g:1 e:1 e:1 h:1
page-004.jpg	3	p004-u018	img4-m17	18	6	n:1	h:1	n:1 e:1	e:1 h:1	img4-m13	h:1	e:1 h:1	img4-m21	e:1	e:1 c:1	n:1 e:1 g:1 e:1 e:1 h:1
page-004.jpg	3	p004-u019	img4-m21	19	15	e:1	h:1	e:1 c:1	e:1 h:1	img4-m17	h:1	e:1 h:1	img4-m19	e:1	e:1 a:1	e:1 c:1 h:2 a:1 b:1 c:1 a:1 n:1 c:2 g:1 e:1 e:1 e:1 e:1 h:1
page-004.jpg	3	p004-u020	img4-m19	20	9	e:1	h:1	e:1 a:1	e:1 h:1	img4-m21	h:1	e:1 h:1	img4-m20	a:1	a:1 b:1	e:1 a:1 m:1 c:1 a:1 g:1 e:1 e:1 h:1
page-004.jpg	3	p004-u021	img4-m20	21	9	a:1	a:1	a:1 b:1	c:1 a:1	img4-m19	h:1	e:1 h:1	img4-m28	e:1	e:1 g:1	a:1 b:1 c:1 a:1 c:1 a:1 m:1 c:1 a:1
page-004.jpg	3	p004-u022	img4-m28	22	9	e:1	h:1	e:1 g:1	e:1 h:1	img4-m20	a:1	c:1 a:1	img4-m26	e:1	e:1 c:1	e:1 g:1 e:1 c:1 e:1 c:1 h:2 e:1 h:1
