image_name	molecule_id	particle_id	atom_id	role	position	particle_length	first_token	left_neighbor	right_neighbor	particle_signature
page-094.jpg	img94-m20	img94-m20-p2	3058	medial	2	4	a:1	a:1	c:2	a:1 m:1 c:2 a:1
