image_name	molecule_id	particle_id	atom_id	role	position	particle_length	first_token	left_neighbor	right_neighbor	particle_signature
page-003.jpg	img3-m82	img3-m82-p5	2413	medial	2	3	k:1	k:1	j:1	k:1 f:1 j:1
page-005.jpg	img5-m49	img5-m49-p3	6163	medial	2	3	k:1	k:1	j:1	k:1 f:1 j:1
page-094.jpg	img94-m42	img94-m42-p3	4253	medial	2	4	l:1	l:1	j:1	l:1 f:1 j:1 d:1
page-094.jpg	img94-m58	img94-m58-p3	4560	medial	2	4	k:1	k:1	j:1	k:1 f:1 j:1 d:1
